word,meaning
swape,: a pole or bar used as a lever or swivel
swapper,: to give in trade : barter
swapping,: to give in trade : barter
swaraj,: national or local self-government in India
swarajist,: national or local self-government in India
sward,: a portion of ground covered with grass
swarf,: material (such as metallic particles and abrasive fragments) removed by a cutting or grinding tool
swarm,: a great number of honeybees emigrating together from a hive in company with a queen to start a new colony elsewhere
swarmer,: a great number of honeybees emigrating together from a hive in company with a queen to start a new colony elsewhere
swarming,: a great number of honeybees emigrating together from a hive in company with a queen to start a new colony elsewhere
swart,: swarthy
swartback,: great black-backed gull
swarth,": skin, rind"
swarthiness,": of a dark color, complexion, or cast"
swarthy,": of a dark color, complexion, or cast"
swartness,: swarthy
swartrutter,: a member of any of various 16th and 17th century marauding bands in the Netherlands who blackened their faces and wore black garb
Swartzia,: a genus of tropical trees (family Leguminosae) with racemose irregular flowers of which the corolla is often reduced to a single petal or absent  � see wamara
swash,": bluster, swagger"
swashbuckle,: to act the part of a swashbuckler
swashbuckler,: a swaggering or daring soldier or adventurer
swashbucklering,: swashbuckling
swashbuckling,: acting in the manner of a swashbuckler
swasher,: swashbuckler
swashing,": bluster, swagger"
swashway,: swash sense 1a(2)
swashy,": wet, watery"
swastika,: a symbol or ornament in the form of a Greek cross with the ends of the arms extended at right angles all in the same rotary direction
Swat,: to hit with a sharp slapping blow usually with an instrument (such as a bat or flyswatter)
swat,: to hit with a sharp slapping blow usually with an instrument (such as a bat or flyswatter)
swatch,: a sample piece (as of fabric) or a collection of samples
swath,: a row of cut grain or grass left by a scythe or mowing machine
swathe,: a band used in swathing
swather,: a harvesting machine that cuts and windrows grain and seed crops
Swatow,"city and port on the South China Sea in Guangdong province, southeastern China population 4,486,500"
swatter,: one that swats
swaver,: stagger
sway,": the action or an instance of swaying or of being swayed : an oscillating, fluctuating, or sweeping motion"
swayed,": the action or an instance of swaying or of being swayed : an oscillating, fluctuating, or sweeping motion"
swayer,": the action or an instance of swaying or of being swayed : an oscillating, fluctuating, or sweeping motion"
swaying,": the action or an instance of swaying or of being swayed : an oscillating, fluctuating, or sweeping motion"
swayingly,: in a swaying manner : with swaying
swayless,: not capable of being swayed
Swazi,: a member of a Bantu people of southeastern Africa
Swaziland,"landlocked country in southeastern Africa between the Republic of South Africa and Mozambique; administrative capital Mbabane, legislative capital Lobamba area 6704 square miles (17,364 square kilometers), population 1,087,000"
sweal,: to melt away : gutter
swear,: to utter or take solemnly (an oath)
swearer,: to utter or take solemnly (an oath)
swearword,: a profane or obscene oath or word
sweat,: to excrete moisture in visible quantities through the openings of the sweat glands : perspire
sweatband,: a usually leather band lining the inner edge of a hat or cap to prevent sweat damage
sweatbox,: a place in which one is made to sweat
sweated,": of, subjected to, or produced under sweatshop conditions"
sweater,: one that sweats or causes sweating
sweatful,: accompanied by or producing sweating : sweaty
sweatily,: causing sweat
sweatiness,: causing sweat
sweating,: to excrete moisture in visible quantities through the openings of the sweat glands : perspire
sweatless,: being without sweat
sweatproof,: resistant to sweat
sweatshop,: a shop or factory in which employees work for long hours at low wages and under unhealthy conditions
sweatweed,: marshmallow sense 1a
sweaty,: causing sweat
Swede,: a native or inhabitant of Sweden
Swedenborgian,: of or relating to the teachings of Emanuel Swedenborg or the Church of the New Jerusalem based on his teachings
Swedenborgianism,: of or relating to the teachings of Emanuel Swedenborg or the Church of the New Jerusalem based on his teachings
Swedish,: the North Germanic language spoken in Sweden and a part of Finland
sweeny,: an atrophy of the shoulder muscles of a horse
sweep,: to remove from a surface with or as if with a broom or brush
sweepage,: refuse
sweepback,: the backward slant of an airplane wing in which the outer portion of the wing is downstream from the inner portion
sweepdom,: the community of chimney sweeps
sweeper,: one that sweeps
sweepforward,: a negative sweep in which the outer portion of an aeronautical member (such as a wing) is upstream from the inner portion
sweeping,: the act or action of one that sweeps
sweepingly,: the act or action of one that sweeps
sweepingness,: the act or action of one that sweeps
sweepings,: the act or action of one that sweeps
sweepstake,: a race or contest in which the entire prize may be awarded to the winner
sweepwasher,: one that extracts the residuum of precious metals from gold and silver sweeps
sweepy,": sweeping in motion, line, or force"
sweer,": slow, indolent"
sweet,": being, inducing, or marked by the one of the five basic taste sensations that is usually pleasing to the taste and typically induced by sugars (as sucrose or glucose)  � compare bitter entry 1 sense 1a, salty entry 1 sense 1b, sour entry 1 sense 1, umami entry 2"
sweetberry,: sheepberry sense 1
sweetbread,: the thymus or pancreas of a young animal (such as a calf) used for food
sweetbrier,: an Old World rose (especially Rosa eleganteria) with stout recurved prickles and white to deep rosy-pink single flowers
sweeten,: to make sweet
sweetener,: to make sweet
sweetening,: something that sweetens
sweetfish,: ayu
sweetheart,: darling
sweetie,: sweet sense 1a
sweeting,: sweetheart
sweetish,: somewhat sweet
sweetishly,: somewhat sweet
sweetleaf,: a small tree (Symplocos tinctoria) of southern U.S. with herbage and bark that yield a yellow dye
sweetless,: having no sweets or sweetening
sweetling,: darling
sweetly,": being, inducing, or marked by the one of the five basic taste sensations that is usually pleasing to the taste and typically induced by sugars (as sucrose or glucose)  � compare bitter entry 1 sense 1a, salty entry 1 sense 1b, sour entry 1 sense 1, umami entry 2"
sweetmeat,: a food rich in sugar: such as
sweetness,": being, inducing, or marked by the one of the five basic taste sensations that is usually pleasing to the taste and typically induced by sugars (as sucrose or glucose)  � compare bitter entry 1 sense 1a, salty entry 1 sense 1b, sour entry 1 sense 1, umami entry 2"
sweetroot,: licorice
sweetshop,: a candy store
sweetsop,: sugar apple
sweetwater,: a dilute solution of glycerol
sweetwood,: a laurel (Laurus nobilis)
sweetwort,: an unfermented malt infusion
swell,": to expand (as in size, volume, or numbers) gradually beyond a normal or original limit"
swelldom,: the world of fashion : high society
swelled,": to expand (as in size, volume, or numbers) gradually beyond a normal or original limit"
sweller,": to expand (as in size, volume, or numbers) gradually beyond a normal or original limit"
swellfish,: puffer fish sense 1
swelling,: something that is swollen
swellish,": stylish, swell"
swellishness,": stylish, swell"
swellmobsman,: a criminal (such as a pickpocket) who dresses fashionably and conducts himself with seeming respectability for professional purposes
swelltoad,: puffer fish
swelt,": die, perish"
swelter,": to suffer, sweat, or be faint from heat"
sweltering,: oppressively hot
swelteringly,: oppressively hot
sweltry,": sweltering, sultry"
swept,: slanted backward
Swertia,": a small genus of herbs (family Gentianaceae) found chiefly in the western U.S. and having thick, bitter roots, opposite or whorled leaves, and dull-colored flowers  � see green gentian"
swerve,: to turn aside abruptly from a straight line or course : deviate
swerveless,: unswerving
swerver,: one that swerves
Swietenia,: a small genus of tropical trees (family Meliaceae) having seeds winged above and anthers borne between the teeth of the stamen tube  � see mahogany
swift,: moving or capable of moving with great speed
swiften,: to move swiftly or more swiftly : hasten
swifter,: moving or capable of moving with great speed
swiftfoot,: a European courser (Cursorius cursor)
swiftlet,: any of various cave-dwelling swifts (genus Collocalia synonym Aerodramus) of Asia including one (C. fuciphaga) that produces the nest used in bird's nest soup
swiftness,: the quality or state of being swift : celerity
swig,: a quantity drunk at one time
swigger,: a quantity drunk at one time
swiggle,: swig
swile,: seal entry 1
swill,": wash, drench"
swillbowl,: drunkard
swiller,": wash, drench"
swim,": to propel oneself in water by natural means (such as movements of the limbs, fins, or tail)"
swimmable,: that can be swum
swimmer,: a person or animal that swims
swimmeret,: one of a series of small unspecialized appendages under the abdomen of many crustaceans that are best developed in some decapods (such as a lobster) and usually function in locomotion or reproduction
swimmily,": verging on, causing, or affected by dizziness or giddiness"
swimminess,: the quality or state of being swimmy
swimming,: that swims
swimmingly,: very well : splendidly
swimmy,": verging on, causing, or affected by dizziness or giddiness"
swimsuit,: a suit for swimming or bathing
Swinburnian,Algernon Charles 1837�1909 English poet
swindle,: to obtain money or property by fraud or deceit
swindleable,: that can be swindled : gullible
swindler,: to obtain money or property by fraud or deceit
swindling,: to obtain money or property by fraud or deceit
swindlingly,: in a swindling manner
swine,: any of various stout-bodied short-legged omnivorous artiodactyl mammals (family Suidae) with a thick bristly skin and a long flexible snout
swineherd,: one who tends swine
swinelike,: resembling swine
swinepipe,: redwing sense 1
swinery,: a place where swine are kept
swinestone,: a black bituminous limestone that usually emits a fetid smell when rubbed
swinesty,: pigsty
swing,: to cause to move vigorously through a wide arc or circle
swingable,: that can be swung
swingback,: a pivoting back for some cameras that allows the film or plateholder to be tilted for correcting or distorting the perspective in a photograph or for shifting the focal plane so as to bring oblique objects into focus
swingdevil,: a common European swift
swinge,": beat, scourge"
swingeing,": very large, high, or severe"
swinger,: one that swings: such as
swinging,": being lively, exciting, and fashionable"
swingingly,": very, extremely"
swingle,": a wooden instrument like a large knife that is about two feet long, has one thin edge, and is used for beating and cleaning flax : scutcher"
swinglebar,: whiffletree
swingletail,: thresher shark
swingletree,: whiffletree
swingstock,: a timber against the blunt top edge of which flax is laid to be swingled
swingy,: marked by swing
swinish,": of, suggesting, or characteristic of swine : beastly"
swinishly,": of, suggesting, or characteristic of swine : beastly"
swinishness,": of, suggesting, or characteristic of swine : beastly"
swink,: to work under difficult conditions or for long hours : toil
swinney,: an atrophy of the shoulder muscles of a horse
swipe,: a strong sweeping blow
swiper,: one that swipes
swipes,": poor, thin, or spoiled beer"
swiple,: the part of a flail that strikes the grain in threshing : swingle
swirl,: to move with an eddying or whirling motion
swirlingly,: to move with an eddying or whirling motion
swirly,": knotted, twisted"
swish,": to move, pass, swing, or whirl with the sound of a swish"
swisher,": to move, pass, swing, or whirl with the sound of a swish"
swishing,": to move, pass, swing, or whirl with the sound of a swish"
swishingly,": to move, pass, swing, or whirl with the sound of a swish"
swishy,: producing a swishing sound
Swiss,: a native or inhabitant of Switzerland
swiss,: a native or inhabitant of Switzerland
swissing,: a calendering process for cotton fabrics that produces a smooth compact texture
switch,": a slender flexible whip, rod, or twig"
switchback,": a zigzag road, trail, or section of railroad tracks for climbing a steep hill"
switchboard,": an apparatus (as in a telephone exchange) consisting of a panel on which are mounted electric switches so arranged that a number of circuits may be connected, combined, and controlled"
switched,": a slender flexible whip, rod, or twig"
switchel,": a drink made of molasses or sometimes honey or maple syrup, water, and sometimes rum and usually flavored with ginger and vinegar"
switcher,": a slender flexible whip, rod, or twig"
switchgear,: the aggregate of switching facilities for a power station or transforming station
switching,": a slender flexible whip, rod, or twig"
switchkeeper,: switch tender
switchman,: one who attends a switch (as in a railroad yard)
switchyard,: a usually enclosed area for the switching facilities of a power station
swith,": instantly, quickly"
swither,": doubt, waver"
Switzer,: swiss
swivel,: a device joining two parts so that one or both can pivot freely (as on a bolt or pin)
swiveled,: a device joining two parts so that one or both can pivot freely (as on a bolt or pin)
swivet,: a state of extreme agitation
swiz,: swindle
swizzle,: an iced cocktail stirred with a swizzle stick
swizzler,: an iced cocktail stirred with a swizzle stick
swollen,: protuberant or abnormally distended (as by injury or disease)
swoon,: faint
swooned,: faint
swooning,: faint
swooningly,: faint
swoony,: faint
swoop,: to move with a sweep
swooper,: to move with a sweep
swoosh,: to make or move with a rushing sound
sword,: a weapon (such as a cutlass or rapier) with a long blade for cutting or thrusting that is often used as a symbol of honor or authority
swordbill,: a South American hummingbird (Ensifera ensifera) having a slender bill longer than the rest of the bird
swordfish,: a very large scombroid fish (Xiphias gladius of the family Xiphiidae) that has a long swordlike beak formed by the bones of the upper jaw and is an important food and game fish
swordfisherman,: one that is engaged in swordfishing
swordfishing,: fishing for swordfish
swordless,: lacking a sword
swordlike,: a weapon (such as a cutlass or rapier) with a long blade for cutting or thrusting that is often used as a symbol of honor or authority
swordman,: swordsman sense 1
swordplay,: the art or skill of wielding a sword especially in fencing
swordplayer,: the art or skill of wielding a sword especially in fencing
swordsman,: one skilled in swordplay
swordsmanship,: swordplay
swordstick,: sword cane
swordswoman,: a woman fencer
swordtail,: a small brightly marked Central American live-bearer (Xiphophorus helleri of the family Poeciliidae) often kept in tropical aquariums and bred in many colors
swordweed,: coffee senna
swot,: grind sense 2b
swotter,: swot entry 1 sense 1
swounds,: swoon sense 1a
swow,: swear
syagush,: caracal
Sybarite,": voluptuary, sensualist"
Sybaritic,": voluptuary, sensualist"
Sybaritical,: sybaritic
Sybaritically,": voluptuary, sensualist"
Sybaritish,: sybaritic
sybaritism,": voluptuary, sensualist"
sycamine,: a tree of the Bible that is usually considered a mulberry (Morus nigra)
sycamore,: a fig tree (Ficus sycomorus) of Africa and the Middle East that is the sycamore of Scripture and has edible fruit similar but inferior to the common fig
syce,: an attendant (such as a groom) especially in India
sycee,: silver money made in the form of ingots and formerly used in China
sychnocarpous,: able to produce fruit repeatedly : perennial
Sycon,: a genus of calcareous sponges (family Sycettidae) having typical sycon structure
Sycones,: a group comprising the sycon sponges:
syconium,: the multiple fleshy fruit of a fig in which the ovaries are borne within an enlarged succulent concave or hollow receptacle
syconoid,: a genus of calcareous sponges (family Sycettidae) having typical sycon structure
sycophancy,: obsequious flattery
sycophant,: a servile self-seeking flatterer
sycophantic,": of, relating to, or characteristic of a sycophant : fawning, obsequious"
sycophantical,: sycophantic
sycophantically,": of, relating to, or characteristic of a sycophant : fawning, obsequious"
sycophantish,: sycophantic
sycophantishly,: sycophantic
sycophantism,: sycophancy
sycophantize,: to play the sycophant
sycosis,: a chronic inflammatory disorder of the hair follicles especially of the bearded part of the face
Sydneyite,"city and port on Port Jackson in southeastern Australia population 3,908,642"
sye,": sink, fall, descend"
syenite,: an igneous rock composed chiefly of feldspar
syenitic,: an igneous rock composed chiefly of feldspar
syenodiorite,": a plutonic rock composed of acid plagioclase, less orthoclase, and a ferromagnesian mineral  � compare granodiorite"
syenogabbro,": a plutonic rock composed of basic plagioclase, less orthoclase, and a dark mineral (such as augite)"
syllabarium,: syllabary
syllabary,: a table or listing of syllables
syllabi,": a summary outline of a discourse, treatise, or course of study or of examination requirements"
syllabic,: constituting a syllable or the nucleus of a syllable:
syllabical,: syllabic
syllabically,: constituting a syllable or the nucleus of a syllable:
syllabicate,: syllabify
syllabication,": the act, process, or method of forming or dividing words into syllables"
syllabicness,: syllabicity
syllabification,: syllabication
syllabify,: to form or divide into syllables
syllabism,: the use or development of syllabic characters
syllabize,: syllabify
syllable,: a unit of spoken language that is next bigger than a speech sound and consists of one or more vowel sounds alone or of a syllabic consonant alone or of either with one or more consonant sounds preceding or following
syllabled,: a unit of spoken language that is next bigger than a speech sound and consists of one or more vowel sounds alone or of a syllabic consonant alone or of either with one or more consonant sounds preceding or following
syllabus,": a summary outline of a discourse, treatise, or course of study or of examination requirements"
syllepsis,": the use of a word to modify or govern syntactically two or more words with only one of which it formally agrees in gender, number, or case"
sylleptic,": the use of a word to modify or govern syntactically two or more words with only one of which it formally agrees in gender, number, or case"
Syllidae,: a large family of small free-swimming polychaete worms related to the Nereidae but usually reproducing by asexual budding
syllidian,: of or relating to the Syllidae
Syllis,: the type genus of Syllidae
sylloge,": collection, compendium"
syllogism,": a deductive scheme of a formal argument consisting of a major and a minor premise and a conclusion (as in ""every virtue is laudable; kindness is a virtue; therefore kindness is laudable"")"
syllogist,: one who applies or is skilled in syllogistic reasoning
syllogistic,": a deductive scheme of a formal argument consisting of a major and a minor premise and a conclusion (as in ""every virtue is laudable; kindness is a virtue; therefore kindness is laudable"")"
syllogistical,: syllogistic
syllogistically,": a deductive scheme of a formal argument consisting of a major and a minor premise and a conclusion (as in ""every virtue is laudable; kindness is a virtue; therefore kindness is laudable"")"
syllogization,: the act or process of syllogizing
syllogize,: to reason by means of syllogisms
sylph,: an elemental being in the theory of Paracelsus that inhabits air
sylphic,": of, relating to, or resembling a sylph"
sylphid,: a young or diminutive sylph
sylphlike,: an elemental being in the theory of Paracelsus that inhabits air
Sylphon,": a thin-walled tubular bellows used in temperature and pressure regulators, bellows seals, and expansion joints"
sylva,: silva
Sylvan,: one that frequents groves or woods
sylvan,: one that frequents groves or woods
sylvanite,": a mineral (Au,Ag)Te2 consisting of a gold silver telluride, having a steel gray, silver white, or brass yellow color, and often occurring in implanted crystals resembling written characters (hardness 1.5�2 specific gravity 7.9�8.3)"
sylvanitic,": a mineral (Au,Ag)Te2 consisting of a gold silver telluride, having a steel gray, silver white, or brass yellow color, and often occurring in implanted crystals resembling written characters (hardness 1.5�2 specific gravity 7.9�8.3)"
sylvatic,: sylvan
sylvestrene,": a liquid terpene hydrocarbon C10H16 or mixture of two isomeric terpenes occurring in dextrorotatory, levorotatory, and inactive racemic forms and obtained as the dihydrochloride of the dextrorotatory form by treating either of the carenes or oil fractions containing them with hydrogen chloride; 1,8- or 6,8-meta-menthadiene"
Sylvestrian,: sylvan
sylvestrian,: sylvan
Sylvia,": the type genus of warblers of the formerly extensive family Sylviidae restricted to the European whitethroat, the blackcap, and related forms"
Sylvian,: of or relating to the sylvian fissure
sylvicoline,: of or relating to the Parulidae
Sylviidae,: a family of small 10-primaried oscine passerine birds related to the thrushes and consisting of the Old World or true warblers and the kinglets and gnatcatchers of America
sylvine,: a mineral that is a natural potassium chloride and occurs in colorless cubes or crystalline masses
sylvinite,: rock that contains chiefly potassium chloride though in an impure state
sylvite,: a mineral that is a natural potassium chloride and occurs in colorless cubes or crystalline masses
symbion,: symbiont
symbiont,: an organism living in symbiosis
symbiontic,: an organism living in symbiosis
symbionticism,: symbiosis
symbiosis,: the living together in more or less intimate association or close union of two dissimilar organisms (as in parasitism or commensalism)
symbiote,: an organism living in symbiosis : symbiont
symbiotic,: relating to or marked by symbiosis:
symbiotically,: relating to or marked by symbiosis:
symbiotics,: a field of study dealing with symbiosis
symbiotism,: symbiosis
symblepharon,: adhesion between an eyelid and the eyeball
symbol,: an authoritative summary of faith or doctrine : creed
symbolic,": using, employing, or exhibiting a symbol"
symbolical,": using, employing, or exhibiting a symbol"
symbolically,": using, employing, or exhibiting a symbol"
symbolicalness,: the quality or state of being symbolic
symbolicly,: symbolically
symbolics,: historical theology dealing with Christian creeds and confessions of faith : symbolism
symbolism,: the art or practice of using symbols especially by investing things with a symbolic meaning or by expressing the invisible or intangible by means of visible or sensuous representations: such as
symbolist,: one who employs symbols or symbolism
symbolistic,: symbolic
symbolization,: an act or instance of symbolizing
symbolize,: to serve as a symbol of
symbolizer,: to serve as a symbol of
symbological,": of, relating to, or characteristic of symbology"
symbologist,: a specialist in symbology
symbology,: the art of expression by symbols
symbranch,: a fish of the order Symbranchii
symbranchiate,: of or relating to the Symbranchii
symbranchoid,: resembling or related to the Synbranchidae
symmelus,: sirenomelus
symmetric,": having, involving, or exhibiting symmetry"
symmetrical,": having, involving, or exhibiting symmetry"
symmetrically,": having, involving, or exhibiting symmetry"
symmetricalness,": having, involving, or exhibiting symmetry"
symmetrization,: to make symmetrical
symmetrize,: to make symmetrical
symmetrophobia,: a characteristic asymmetry (as in ancient Egyptian architecture and in Japanese design) implying an aversion to symmetry
symmetry,: balanced proportions
sympathectomize,: to perform a sympathectomy on
sympathectomy,: surgical interruption of sympathetic nerve pathways
sympathetic,": existing or operating through an affinity, interdependence, or mutual association"
sympathetical,: sympathetic
sympathetically,": existing or operating through an affinity, interdependence, or mutual association"
sympatheticness,: the quality of being sympathetic
sympatheticotonia,: sympathicotonia
sympatheticotonic,: sympathicotonia
sympathetoblast,: a cell destined to become a sympathetic neuron
sympathicoblast,: a cell that is a precursor of a sympathetic neuron
sympathicotonia,": a condition produced by relatively great activity or stimulation of the sympathetic nervous system and characterized by goose bumps, vascular spasm, and abnormally high blood pressure"
sympathicotonic,": a condition produced by relatively great activity or stimulation of the sympathetic nervous system and characterized by goose bumps, vascular spasm, and abnormally high blood pressure"
sympathism,: the presence of like sensations or emotions in two or more persons
sympathize,": to be in keeping, accord, or harmony"
sympathizer,": to be in keeping, accord, or harmony"
sympathizing,": to be in keeping, accord, or harmony"
sympathizingly,: in a sympathizing manner
sympathoblast,: sympathicoblast
sympatholytic,: tending to oppose the physiological results of sympathetic nervous activity or of sympathomimetic drugs
sympathomimetic,: simulating sympathetic nervous action in physiological effect
sympathy,": an affinity, association, or relationship between persons or things wherein whatever affects one similarly affects the other"
sympatric,: occurring in the same area
sympatry,: occurring in the same area
sympetalous,: gamopetalous
Symphalangus,: a genus of gibbons comprising the siamang
symphile,: an insect (such as any of various beetles) living as a guest in the nest of a social insect (such as an ant or termite) by which it is fed and guarded for its secretions which are used as food
symphilic,": of, relating to, or characterized by symphily"
symphilism,: symphily
symphilous,: symphilic
symphily,": commensalism with mutual benefit or attraction (as between some ants or termites and various guest insects that live in their nests)  � compare synechthry, synoecy"
symphogenous,: arising through the interweaving and compacting of hyphal branches (as in the development of some pycnidia)  � compare meristogenous
symphonia,: a musical unison
symphonic,": harmonious, symphonious"
symphonically,": harmonious, symphonious"
symphonious,: agreeing especially in sound : harmonious
symphoniously,: agreeing especially in sound : harmonious
symphonist,: a member of a symphony orchestra
symphonize,": accord, agree, harmonize"
symphony,: consonance of sounds
Symphoricarpos,": a small genus of North American shrubs (family Caprifoliaceae) having bell-shaped flowers in axillary racemes succeeded by fleshy white or red 2-seeded berries  � see coralberry, snowberry"
Symphyla,: a small class of minute progoneate arthropods that with the exception of the garden centipede are rarely seen and of no economic importance
symphylan,: symphilid
symphynote,: having the valves cemented together at the back
symphyseal,": of, relating to, or constituting a symphysis"
symphysial,": of, relating to, or constituting a symphysis"
symphysion,: the upper end of the symphysis of the jaw at the outer surface
symphysiotomy,: the operation of dividing the pubic symphysis (as to facilitate childbirth)
symphysis,: an immovable or more or less movable articulation of various bones in the median plane of the body
symphysodactylia,: fusion of two or more fingers or toes
symphytic,: formed by fusion : being a symphysis
symphytically,: formed by fusion : being a symphysis
Symphytum,": a genus of Old World perennial herbs (family Boraginaceae) having coarse hairy entire leaves, yellow, blue, or purple flowers in one-sided racemes, and four obliquely ovoid nutlets  � see comfrey"
symplasm,: coenocyte sense 1a
symplectic,": relating to or being an intergrowth of two different minerals (as in ophicalcite, myrmekite, or micropegmatite)"
symplesite,": a mineral Fe2(AsO4)3.8H2O consisting of a hydrous iron arsenate and occurring in small blue to bluish-green monoclinic crystals and in radiated aggregates (hardness 2.5, specific gravity 3)"
Symplocaceae,: a family coextensive with the genus Symplocos
Symplocos,: a large genus of trees and shrubs (family Styracaceae) having flowers with the calyx tube adnate to the 5-celled ovary which becomes a fleshy indehiscent fruit and numerous stamens inserted on the corolla and being widely distributed in all continents except Europe and Africa  � see sweetleaf; symplocaceae
sympodia,: an apparent main axis (as in the grapevine) not developed from a terminal bud but made up of successive secondary axes each of which represents one fork of a dichotomy the other fork of which is of weaker growth or suppressed entirely  � compare monopodium
sympodial,: having or involving the formation of an apparent main axis from successive secondary axes
sympodium,: an apparent main axis (as in the grapevine) not developed from a terminal bud but made up of successive secondary axes each of which represents one fork of a dichotomy the other fork of which is of weaker growth or suppressed entirely  � compare monopodium
symposia,: a convivial party (as after a banquet in ancient Greece) with music and conversation
symposiac,: symposium
symposiarch,: one who presides over a symposium
symposiast,: a contributor to a symposium
symposium,: a convivial party (as after a banquet in ancient Greece) with music and conversation
symptom,: subjective evidence of disease or physical disturbance
symptomatic,: being a symptom of a disease
symptomatically,: being a symptom of a disease
symptomatize,: to be symptomatic of
symptomatological,: the symptom complex of a disease
symptomatologically,: the symptom complex of a disease
symptomatology,: the symptom complex of a disease
symptomize,: symptomatize
symptomless,: subjective evidence of disease or physical disturbance
synadelphite,": a mineral (Mn,Mg,Ca,Pb)(AsO4)(OH)5 composed of a basic arsenate of manganese often with other elements (such as magnesium, calcium, lead) and occurring in black prismatic crystals and grains (hardness 4.5, specific gravity 3.5)"
synaeresis,: synizesis
synagogal,: a Jewish congregation
synagogue,: a Jewish congregation
synallagmatic,: bilateral
synaloepha,": the blending into one syllable of two vowels of adjacent syllables (as by crasis, synaeresis, synizesis, elision)"
synanastomosis,: an anastomosis involving several vessels
synangia,: the peripheral part of an arterial trunk from which the branches arise in a lower vertebrate  � compare pylangium
synangial,": of, relating to, or being a synangium"
synangium,: the peripheral part of an arterial trunk from which the branches arise in a lower vertebrate  � compare pylangium
synanthous,: exhibiting synanthy
synanthy,: coalescence of normally separate flowers
synaphea,: continuous metrical regularity (as in a group of anapestic verses) such that syllables at the end of one line may form part of a foot completed by syllables at the beginning of the next line
synaposematic,: relating to protective mimicry in which defenseless species resemble others having special means of defense
synapse,: the point at which a nervous impulse passes from one neuron to another
synapses,: the point at which a nervous impulse passes from one neuron to another
Synapsida,": a subclass of Reptilia comprising extinct reptiles of the Pennsylvanian, Permian, and Triassic, having a single pair of lateral temporal openings in the skull, and usually held to be ancestral to the true mammals  � compare ictidosauria , therapsida"
synapsis,: the association of homologous chromosomes that is characteristic of the first meiotic prophase
synaptai,: a series of supplicatory prayers in the Eastern Orthodox Church that are in the form of a litany
synapte,: a series of supplicatory prayers in the Eastern Orthodox Church that are in the form of a litany
synaptic,: of or relating to a synapsis
synaptically,: of or relating to a synapsis
synapticula,: synapticulum
synapticulae,: synapticulum
synapticular,": of, relating to, or constituting a synapticulum"
synapticulate,": of, relating to, or constituting a synapticulum"
synapticulum,: one of numerous conical or cylindrical calcareous processes that extend between and unite the adjacent septa of some corals
Synaptosauria,: a subclass of Reptilia comprising Permian and Mesozoic typically aquatic or amphibious reptiles with temporal openings high on the roof of the skull and including the orders Protorosauria and Sauropterygia
synaptychus,: an operculum of two parts united in the median line (as in some ammonites)
synarchy,: joint rule : joint sovereignty
synartetic,: consisting of or relating to a succession of cola not separated by diaeresis : metrically continuous
synarthrodia,: synarthrosis
synarthrodial,": of, relating to, or being a synarthrosis"
synarthrosis,: an immovable articulation in which the bones are united by intervening fibrous connective tissues
synastry,: concurrence of starry position or influence upon two persons : similarity of condition or fortune prefigured by astrology
synaxarion,: a short narrative of the life of a saint or exposition of a feast included in the Menaion and read in religious services of the Eastern Orthodox Church
synaxarist,: the author of a synaxarion
synaxarium,: a short narrative of the life of a saint or exposition of a feast included in the Menaion and read in religious services of the Eastern Orthodox Church
synaxary,: a short narrative of the life of a saint or exposition of a feast included in the Menaion and read in religious services of the Eastern Orthodox Church
synaxis,: an assembly met for worship
sync,: synchronize
Syncarida,: a division of Malacostraca coextensive with Anaspidacea
syncarpous,: having the carpels of the gynoecium united in a compound ovary
syncarpy,: having the carpels of the gynoecium united in a compound ovary
syncategorematic,: forming a meaningful expression only in conjunction with a denotative expression (such as a content word)
syncategorematically,: forming a meaningful expression only in conjunction with a denotative expression (such as a content word)
syncategoreme,: a syncategorematic term
syncephalus,: a teratological twin fetus having the two heads fused
syncerebral,: relating to or having a syncerebrum
syncerebrum,: a brain (as of an insect) consisting of several segments
synch,: synchronize
synchondrosial,": of, relating to, or being a synchondrosis"
synchondrosially,": of, relating to, or being a synchondrosis"
synchondrosis,: an immovable skeletal articulation in which the union is cartilaginous
synchondrotomy,:  symphysiotomy
synchro,: adapted to synchronization
synchroflash,: employing or produced with a synchronizing mechanism that fires a flash lamp the instant the camera shutter opens
synchromesh,: designed for effecting synchronized shifting of gears
synchronal,: synchronous
synchronic,: synchronous
synchronical,: synchronous
synchronically,: synchronous
synchronism,: the quality or state of being synchronous : simultaneousness
synchronistic,: the quality or state of being synchronous : simultaneousness
synchronization,: the act or result of synchronizing
synchronize,: to happen at the same time
synchronized,: to happen at the same time
synchronizer,: to happen at the same time
synchronograph,: an automatic telegraph in which the alternating current which transmits the signals is regulated by a perforated paper ribbon traveling in synchronism with the generator
synchronological,: showing simultaneous occurrence or existence
synchronology,: systematic arrangement of synchronous events
synchronous,": happening, existing, or arising at precisely the same time"
synchronously,": happening, existing, or arising at precisely the same time"
synchronousness,": happening, existing, or arising at precisely the same time"
synchrony,": synchronistic occurrence, arrangement, or treatment"
synchroscope,: any of several devices for showing whether two associated machines or moving parts are operating in synchronism with each other
synchrotron,: an apparatus for imparting very high speeds to charged particles by means of a combination of a high-frequency electric field and a low-frequency magnetic field
