word,meaning
overcool,: to cool excessively : to lose or to cause (something or someone) to lose too much heat or warmth
overcorrect,": to make too much of a correction : to adjust too much in attempting to offset an error, miscalculation, or problem"
overcorrection,": to make too much of a correction : to adjust too much in attempting to offset an error, miscalculation, or problem"
overcount,: to count more of (people or things) than is accurate
overcover,: to cover up : cover completely
overcredulous,: credulous to an excessive degree : overly inclined to believe something especially on slight or uncertain evidence
overcritical,: excessively critical (see critical sense 2a) : very inclined to point out faults and imperfections
overcrop,: to exhaust the fertility of by excessive production without the application of adequate fertilizer to the soil
overcrow,": to crow, exult, or boast over"
overcrowd,: to cause to be too crowded
overcrowded,: to cause to be too crowded
overcrust,: to cover over with a crust
overcultivation,: the act or an instance of cultivating something excessively
overcup,: any of several oaks (as the bur oak) having the acorn deeply immersed in the cup
overcured,": to cure (something) with chemicals, heat, etc., beyond an optimal point"
overcurious,: too finicky or fastidious
overcuriously,: too finicky or fastidious
overcuriousness,: too finicky or fastidious
overcurrent,: an electrical current whose intensity is higher than a specified amount
overcut,: to cut excessively
overcutter,: turret cutter
overcutting,: to cut excessively
overdare,: to dare too much or rashly : become too daring
overdaringly,: too daring : foolhardy
overdear,: too dear
overdeck,: to adorn extravagantly : adorn excessively
overdecorate,: to decorate (something) too elaborately or extensively
overdecoration,: to decorate (something) too elaborately or extensively
overdeepen,: to deepen excessively especially through erosive action (as of water or ice)
overdelicate,: unduly or extremely delicate
overdetermination,: excessively determined
overdetermined,: excessively determined
overdevelop,: to develop excessively
overdevelopment,: to develop excessively
overdiligent,: extremely diligent
overdischarge,: to discharge excessively
overdiscount,: to discount (something) too much : to reduce (something) too much in price or value
overdistention,: excessive distension
overdo,: to do in excess
overdone,: to do in excess
overdoor,: a picture or carved panel or other decorative member over a doorway or a doorframe
overdosage,: too great a dose (as of a therapeutic agent)
overdose,: too great a dose (as of a therapeutic agent)
overdraft,: an act of overdrawing at a bank : the state of being overdrawn
overdramatic,: excessively dramatic : melodramatic
overdramatically,: excessively dramatic : melodramatic
overdrape,: one of a pair of draperies especially of heavy fabric that are usually hung over sheer curtains and are primarily for decoration
overdrapery,: one of a pair of draperies especially of heavy fabric that are usually hung over sheer curtains and are primarily for decoration
overdraw,: to draw checks on (a bank account) for more than the balance
overdress,: to dress or adorn to excess
overdrifted,: covered with drifts (as of snow)
overdrink,: to drink especially alcohol to excess
overdrive,: an automotive transmission gear that transmits to the drive shaft a speed greater than engine speed
overdriven,": driven or worked too hard : exhausted, oppressed"
overdry,: too dry
overdubbed,: the act or an instance of overdubbing
overdue,: unpaid when due
overdye,: to dye with excess of color
overeager,: excessively eager
overeagerly,: excessively eager
overeagerness,: excessively eager
overearnest,: excessively earnest or serious
overearnestly,: excessively earnest or serious
overearnestness,: excessively earnest or serious
overeasy,: across a barrier or intervening (see intervene sense 4) space
overeat,: to eat to excess
overeaten,: to eat to excess
overedit,: to edit (something) more than is necessary or appropriate
overeducate,: to provide with more education or information than is practical or useful
overeducated,: having too much academic education : more educated than is practical or useful
overeducation,: to provide with more education or information than is practical or useful
overelaborate,: excessively elaborate
overelaboration,: excessively elaborate
overembellish,: to embellish (something) excessively
overembellishment,: to embellish (something) excessively
overemotional,: unusually or excessively emotional
overemphasis,: an excessive amount or degree of emphasis
overemphasize,: to give excessive emphasis to (something)
overemphatic,: uttered with or marked by excessive or extreme emphasis : excessively or inappropriately emphatic
overemphatically,: uttered with or marked by excessive or extreme emphasis : excessively or inappropriately emphatic
overenthusiasm,: an excess of enthusiasm
overenthusiastic,: having or showing an excessive degree of enthusiasm : overly enthusiastic
overestimate,: to estimate or value (someone or something) too highly
overestimation,: the act or an instance of estimating someone or something too highly
overexcitability,: to excite to an excessive degree
overexcitable,: to excite to an excessive degree
overexcite,: to excite to an excessive degree
overexcitement,: to excite to an excessive degree
overexercise,": to exercise too frequently, too intensely, or for too long"
overexert,: to exert (oneself) too much
overexerted,: to exert (oneself) too much
overexertion,: to exert (oneself) too much
overexpand,: to expand too much or too quickly
overexpansion,: excessive expansion : the act or an instance of expanding too much or too quickly
overexplain,: to explain (something) to an excessive degree
overexpose,: to expose excessively: such as
overexposure,: to expose excessively: such as
overexpress,: excessive expression of a gene (as that caused by increasing the frequency of transcription)
overextend,: to extend or expand beyond a safe or reasonable point
overextension,: to extend or expand beyond a safe or reasonable point
overexuberant,: exuberant to an excessive degree
overeye,: oversee
overface,": outface, overwhelm"
overfall,: a turbulent surface of water caused by strong currents setting over submerged ridges or shoals or by winds opposing a current
overfamiliar,: exceedingly or excessively familiar: such as
overfamiliarity,: exceedingly or excessively familiar: such as
overfastidious,: excessively fastidious
overfat,: having or marked by an excessive amount of body fat
overfatigue,: excessive fatigue especially when carried beyond the recuperative capacity of the individual
overfed,: to feed to excess
overfeed,: to feed to excess
overfill,: to fill to overflowing
overfish,: to fish to the detriment of (a fishing ground) or to the depletion of (a kind of organism)
overfleshed,: unduly or extremely fleshy : fattened beyond the point of optimum returns
overfloat,: overflow
overflood,: inundate
overflow,: to cover with or as if with water : inundate
overflower,: to cover over with flowers
overflowing,: to cover with or as if with water : inundate
overflown,: to fly over
overfly,: to fly over
overfold,: to fold over
overfond,: excessively fond
overfondness,: excessively fond
overfreight,: an excessive load or freight
overfull,: too full
overfullness,: too full
overgaiter,: gaiter
overgang,: to go over
overgarment,: an outer garment
overgeneralize,: to generalize excessively: such as
overgenerosity,: excessive or unwarranted generosity
overgenerous,: excessively generous
overgenerously,: excessively generous
overget,: reach
overgild,: to gild over : varnish
overglaze,: applied or suitable for applying on top of a fired glaze
overgloom,: to make gloomy : overshadow
overgo,: to cross over or through
overgovern,: to exercise excessive control in governing (someone or something)
overgown,: an outer or upper gown
overgrain,: to grain over (a grained surface) in painting so as to enrich or emphasize the effect
overgrainer,: a brush used for overgraining
overgraze,": to allow animals to graze (an area, such as a pasture) to the point of damaging vegetational cover"
overground,: situated over or above ground
overgrow,: to grow over so as to cover with herbage
overgrown,: grown abnormally or excessively large
overgrowth,: to grow over so as to cover with herbage
overhand,: made with the hand brought forward and down from above shoulder level
overhanded,: made with the hand brought forward and down from above shoulder level
overhandle,: to handle (something) more than is necessary or desirable
overhang,: to project over
overhappy,: too happy
overhaste,: excessive haste
overhasty,: excessively hasty
overhaul,: to examine thoroughly
overhauler,: one that overhauls
overhead,: above one's head : aloft
overheadman,": an electrician in a motion picture studio who plugs lighting, camera, sound, and telephone circuits into the power connection boxes located in the grid of the studio"
overhear,: to hear without the speaker's knowledge or intention
overheat,: to heat to excess
overheavy,: unduly or extremely heavy
overhung,: to project over
overhunt,: to hunt (animals) to an excessive and usually harmful degree
overimaginative,: excessively imaginative
overimpress,: to impress (someone or something) to an excessive degree
overindulge,": to indulge (someone, or something) too much: such as"
overindulgence,: excessive indulgence
overindulgent,: excessively indulgent
overindustrialization,: to industrialize (something) to an excessive degree
overindustrialize,: to industrialize (something) to an excessive degree
overinflate,: to inflate (something) too much
overinflation,: excessive inflation
overinform,: to inform (someone or something) too much: such as
overinsistent,: insisting too much : too insistent
overinsurance,: insurance (as from two or more policies) that exceeds the value of the thing covered
overintense,: intense to an excessive degree
overintensely,: intense to an excessive degree
overintensity,: intense to an excessive degree
overinvest,: to invest too much money
overinvestment,: to invest too much money
overissue,": an issue exceeding the limit of capital, credit, or authority"
overjoy,: to fill with great joy : cause to rejoice
overjump,: to jump over
overkeep,: to keep too strictly or too long
overkind,:  excessively kind
overkindly,:  excessively kind
overkindness,:  excessively kind
overking,: a king who has sovereignty over inferior kings or ruling princes
overknee,: extending above the knee
overlabor,: to cause (someone) to labor excessively
overlace,: to lace over : cover with a lacing
overlade,: to load with too great a cargo or burden : overload
overlaid,: to lay or spread over or across : superimpose
overlain,: to lie over or upon
overland,": by, on, or across land"
Overlander,: one that travels overland
overlander,: one that travels overland
overlap,: to extend over or past and cover a part of
overlard,": to lard, line, or cover thickly"
overlarge,: excessively large
overlavish,: lavish to an excessive degree
overlay,: to lay or spread over or across : superimpose
overlayer,: one that overlays
overleaf,: on the other side of a leaf (as of a book)
overleap,: to leap over or across
overlearn,: to continue to study or practice after attaining proficiency
overlearned,: to continue to study or practice after attaining proficiency
overleather,: upper leather
overleave,: after the period of leave granted
overleaven,: to leaven too much
overlength,: being of more than standard or ordinary length
overliberal,: too liberal
overliberality,: too liberal
overliberally,: too liberal
overlie,: to lie over or upon
overlift,: to lift too high or too much
overlight,: a source of light that is located in a high position: such as
overlighted,: a source of light that is located in a high position: such as
overlightly,: once-over
overline,: to draw a line or lines over or above
overliterary,: literary to an excessive degree
overlive,: outlive
overload,: to load (something or someone) to excess: such as
overlock,: to interlock or intertwine above
overlong,: longer than usual or necessary : excessively long
overlook,: to look over : inspect
overlooker,: one that overlooks: such as
overlord,: a lord over other lords : a lord paramount
overlordship,: a lord over other lords : a lord paramount
overloud,: excessively loud
overloup,": trespass, transgression"
overlove,: to love to excess
overlush,: excessively lush
overlusty,: too lusty
overly,: to an excessive degree : too
overlying,: to lie over or upon
overman,: a man in authority over others
overmantel,: an ornamental structure (such as a painting) above a mantelpiece
overmast,: to furnish (a ship) with too long or too heavy masts
overmaster,": overpower, subdue"
overmastering,: dominant sense 1a
overmatch,: to be more than a match for : defeat
overmatter,: overset type matter
overmature,: past the age or condition of maturity: such as
overmaturity,: past the age or condition of maturity: such as
overmeasure,: excessive measure : the excess beyond true or proper measure : surplus
overmighty,: excessively powerful or mighty
overmix,: to mix too much
overmodest,: excessively modest
overmodestly,: excessively modest
overmodesty,: excessively modest
overmodulation,: defective modulation in which the modulating signal is made too strong
overmost,": uppermost, highest"
overmount,: to mount over : go higher than : rise above
overmuch,: too much
overmuchness,: the condition of being overmuch : excess
overname,: to name over : name in a series
overnet,: to cover or to snare with a net
overnice,: excessively nice: such as
overnicely,: excessively nice: such as
overniceness,: excessively nice: such as
overnight,: on the evening before
overnourish,: to nourish or feed to excess
overnumber,: outnumber
overornamented,: to add excessive ornament to (something)
overpaint,: to paint over : paint out
overparted,: charged with a part or role beyond one's ability
overparticular,: excessively particular
overpass,": to pass across, over, or beyond : cross"
overpast,": ended, past, over"
overpay,: to pay too much to someone or for something
overpayment,: payment that exceeds what is necessary
overpeer,: to rise or tower above
overpersuade,: to persuade to act contrary to one's conviction or preference
overpersuasion,: to persuade to act contrary to one's conviction or preference
overpick,: having the picking arm or shuttle-driving device over the shuttle boxes  � compare underpick
overpicture,: to surpass nature in the picture or representation of
overpitch,: to pitch (a bowled ball) too close to the wicket in cricket
overpitched,: having a too great pitch or slope
overplacement,: superposition
overplant,: to plant too densely or excessively
overplay,: to present (a dramatic role) extravagantly : exaggerate
overplot,: to plot (something) excessively
overplow,": to plow, work, or exploit to excess"
overplus,: surplus
overply,": to ply to excess : overexert, overwork"
overpoise,: outweigh
overpole,: to pole (a metal) too long
overpopulate,: to populate too densely : furnish or provide with more than the environment or market will bear
overpopulation,": the condition of having a population so dense as to cause environmental deterioration, an impaired quality of life, or a population crash"
overpot,: to plant in too large a pot
overpotent,: excessively potent
overpotential,: overvoltage
overpower,: to overcome by superior force : subdue
overpowering,: to overcome by superior force : subdue
overpoweringly,: to overcome by superior force : subdue
overpraise,: to praise (someone or something) to an excessive degree
overprecise,: excessively or needlessly precise
overpress,": afflict, oppress"
overpressure,: pressure significantly above what is usual or normal
overprice,: to price too high
overprint,: to print over with something additional
overprize,: to prize (something) too highly
overproduce,: to produce an excessive amount (of something)
overproduction,: the act or an instance of producing too much of something
overpromise,: to promise more than is possible or realistic
overpronounced,": to give an exaggerated, affected, or unnaturally accented pronunciation to (as in \ˈgu̇dēˌnəf\ instead of \ˈgu̇dᵊnˌəf\ for good enough)"
overproof,: containing more alcohol than proof spirit
overproportion,: to make disproportionately large
overproportionate,: to make disproportionately large
overproportionately,: to make disproportionately large
overproportioned,: to make disproportionately large
overprotect,: to protect (someone or something) more than is necessary or reasonable
overprove,: to provide more proof of than is needed
overquick,: too quick or ready
overquickly,: too quick or ready
overrank,: too rank or luxuriant in growth
overrate,: to rate or value (someone or something) too highly
overreach,: to reach above or beyond : overtop
overreacher,: to reach above or beyond : overtop
overreaching,: to reach above or beyond : overtop
overread,: to read over or through
overreadiness,: the quality or state of being overready
overready,: extremely or unduly ready
overreckon,: overestimate
overrefine,: to refine to excess
overrefined,: excessively refined
overrefinement,: excessively refined
overregulate,: to regulate (something) to an excessive degree
overregulation,: to regulate (something) to an excessive degree
overreliance,: the act or state of relying on something or someone too much : excessive reliance
overrepresent,: to give excessive representation to
overrepresentation,: represented excessively
overrich,: excessively rich
override,: to ride over or across : trample
overright,: over against : opposite
overrigid,: excessively rigid
overripe,: passed beyond maturity or ripeness toward decay
overripeness,: passed beyond maturity or ripeness toward decay
overroof,: to roof over : roof
overruff,: overtrump
overrule,: to rule over : govern
overruler,: one that overrules
overruling,: to rule over : govern
overrun,: to defeat decisively and occupy the positions of
overrunner,: one that overruns
overrunning,: to defeat decisively and occupy the positions of
oversail,: to lay (as bricks or stones) so that one projects beyond another upon which it rests
oversalt,: to add too much salt to (something)
oversanded,: containing more sand than is needed for normal use and working conditions
oversanguine,: too confident or optimistic : excessively sanguine
oversaturate,: to saturate to an excessive degree
oversaturation,: to saturate to an excessive degree
oversauce,: to add too much sauce to (a food)
overscore,: to score over : obliterate by scoring
overscrupulous,: excessively scrupulous
oversea,: overseas
overseal,": a secondary closure for bottles, drums, and other containers to prevent tampering and to protect the primary seal"
overseam,: a seam with raw edges on the outside overcast with short close stitches that is used especially for gloves
overseamer,: one that seams by overcasting
overseas,: beyond or across the sea
oversee,": survey, watch"
overseed,: to seed (an existing stand) with another type of plant
overseen,": survey, watch"
overseer,: a person who oversees others : a person with supervisory responsibilities
overseership,: the office or status of an overseer
oversell,: to sell too much or too many to
oversensitive,: excessively sensitive: such as
oversensitiveness,: excessively sensitive: such as
oversentimentalize,: to treat with excessive sentimentalism : consider in an extremely sentimental manner
overserious,: unduly or excessively serious
overseriously,: unduly or excessively serious
overservice,: an excessive or unnecessary degree of service
overset,: to disturb mentally or physically : upset
oversew,: overhand
overshade,: to cover with shade : overshadow
overshadow,: to cast a shadow over
overshadowing,: to cast a shadow over
oversharp,: too sharp
overshine,: to shine over or upon : illumine
overshirt,: a shirt usually worn over another shirt without being tucked in
overshoe,: an outer shoe
overshoot,: to pass swiftly beyond
overshot,: actuated by the weight of water passing over and flowing from above
overshoulder,: over the shoulder
overside,: over the side of a ship
oversight,: watchful and responsible care
oversimple,: too simple : not thoroughgoing or exhaustive
oversimplification,": to simplify to such an extent as to bring about distortion, misunderstanding, or error"
oversimplify,": to simplify to such an extent as to bring about distortion, misunderstanding, or error"
oversimply,: too simple : not thoroughgoing or exhaustive
oversize,: being of more than standard or ordinary size
oversized,: being of more than standard or ordinary size
overskip,: to skip or leap over : pass lightly over : omit
overskirt,: a skirt worn over another skirt
overslaugh,: to pass over or remit by overslaugh
oversleep,: to sleep beyond the time for waking
oversleeve,: a sleeve worn usually hanging loosely over another sleeve
overslip,: escape
overslope,: an earmark on an animal made by a diagonal cut removing the upper corner of the ear
oversman,: overman
oversmoke,: to smoke to excess: such as
oversnow,: to cover with or as if with snow
oversoar,: to soar over
oversoft,: extremely soft
oversold,: likely to show a rise in price because of prior heavy selling and accompanying decline in price
oversolicitous,": having or showing too much solicitude or concern for someone's health, happiness, comfort, etc. : excessively solicitous"
oversophisticated,: excessively or needlessly sophisticated
oversoul,: the absolute reality and basis of all existences conceived as a spiritual being in which the ideal nature imperfectly manifested in human beings is perfectly realized
oversound,: to sound a harmonic instead of the fundamental tone as a result of overblowing
oversow,: to sow where something has already been sown
overspan,: to reach or extend over
overspeak,: exaggerate
overspecialization,: to specialize to an excessive degree: such as
overspecialize,: to specialize to an excessive degree: such as
overspeculate,: to assume an excessive amount of business risk in speculating on something (such as stocks)
overspeculation,: to assume an excessive amount of business risk in speculating on something (such as stocks)
overspeed,: speed greater than normal or rated speed
overspend,: to spend or use to excess : exhaust
overspill,: the act or an instance of spilling over
overspin,:  top spin
overspread,: to spread over or above
overspring,: to spring over : leap over
overstaff,": to supply (something, such as a business) with too many staff members"
overstain,: to stain to excess
overstand,: to keep on a navigational course beyond (a mark)
overstate,: to state in too strong terms : exaggerate
overstatement,: to state in too strong terms : exaggerate
overstay,: to stay beyond the time or the limits of
overstep,": exceed, transgress"
overstimulate,: to stimulate to an excessive or abnormal degree
overstimulation,: to stimulate to an excessive or abnormal degree
overstitch,": any of various stitches now usually made on a sewing machine with one, two, or three threads for binding a raw edge on cloth or making an ornamental edge, finish, or hem"
overstock,: a surplus of stock : an excessively large inventory of goods
overstoping,: overhand stoping
overstory,: the layer of foliage in a forest canopy
overstrain,: to strain (someone or something) beyond a maximum tolerable limit
overstream,: to stream or flow over
overstrength,: having personnel in excess of that prescribed by a table of organization : being in excess of the personnel prescribed by a table of organization
overstress,: to stress (someone or something) excessively: such as
overstretch,: the act or an instance of stretching something beyond normal limits
overstrew,: to strew or scatter about
overstrict,: excessively strict
overstride,": to stride over, across, or beyond"
overstrike,: to impress (a finished coin) with the design of another coin
overstring,: to string (a bow) with too short a cord
overstrung,: too highly strung : too sensitive
overstudied,: to subject to overstudy
overstudy,: to subject to overstudy
overstuff,: to stuff too full
oversubscribe,: to subscribe for more of than is available
oversubscription,: to subscribe for more of than is available
oversubtle,: excessively subtle
oversubtlety,: excessive subtlety
oversupply,: an excessive supply : an amount of something (such as a good) that is more than is needed or wanted
oversuspicious,: more suspicious than is necessary or normal
overswarm,: to swarm over : overrun
oversway,: to hold sway over : rule over : dominate
oversweep,: to sweep over or across
oversweet,: excessively sweet : cloying
oversweeten,: to make (something) too sweet
oversweetness,: excessively sweet : cloying
overswell,: to cause to swell unduly or to excess
overswing,: to swing a bat or club too hard (as in baseball or golf)
overswinging,: to swing a bat or club too hard (as in baseball or golf)
overt,: open to view : manifest
overtake,: to catch up with
overtalk,: to talk too much or too long about (something)
overtalkative,: abnormally or excessively talkative : tending to talk too much
overtalkativeness,: abnormally or excessively talkative : tending to talk too much
overtax,: to tax (someone or something) too heavily or beyond what is due
overtaxation,: to tax (someone or something) too heavily or beyond what is due
overteem,: to wear out or exhaust by breeding to excess
overtempt,: to tempt to excess or beyond the power of resistance
overthin,: excessively thin
overthink,: to think too much about (something) : to put too much time into thinking about or analyzing (something) in a way that is more harmful than helpful
overthought,: to think too much about (something) : to put too much time into thinking about or analyzing (something) in a way that is more harmful than helpful
overthrow,": overturn, upset"
overthrowal,: the act or an instance of overthrowing
overthrower,: one that overthrows
overthrust,: to thrust over (as a rock mass)
overthwart,": across, crosswise, transversely"
overtide,: a secondary tide of higher frequency than the principal tide to which it bears a relation analogous to that of a musical overtone to its fundamental
overtime,: time in excess of a set limit: such as
overtip,: to tip (someone) too much : to give (someone) a larger gratuity than is normal or expected
overtly,": in an overt manner : in a way that is open, straightforward, or obvious"
overtness,: open to view : manifest
overtoil,: overwork
overtone,: one of the higher tones produced simultaneously with the fundamental and that with the fundamental comprise a complex musical tone : harmonic sense 1a
overtop,: to rise above the top of
overtrade,: to trade beyond one's capital
overtrain,: to train (a person or animal) to excess or beyond advantage : to harm (a person or animal) by too much training
overtravel,: amplitude of motion of a machine part or tool beyond that necessary to complete its purpose
overtreatment,: treatment that is excessive or too frequent
overtrick,: a card trick won in excess of the number bid
overtrump,: to trump with a higher trump card than the highest previously played on the same trick
overtrust,": assured reliance on the character, ability, strength, or truth of someone or something"
overture,: an initiative toward agreement or action : proposal
overturn,: to cause to turn over : upset
overuse,: to use (something) too much : to use (something) excessively or too frequently
overvaluation,: to assign an excessive value to
overvalue,: to assign an excessive value to
overveil,: to veil over
overventilation,: hyperventilation
overview,: a general survey : summary
overvoltage,: the excess potential required for the discharge of an ion at an electrode over and above the equilibrium potential of the electrode
overwalk,: to walk over or upon
overwatch,: to weary or exhaust by keeping awake
overwater,: to water (something) too much : to give too much water to (something)
overwear,": wear out, exhaust"
overweary,: too weary : extremely tired or worn out
overween,": to regard one's own thinking too highly : become egotistic, arrogant, or rash in opinion"
overweening,": arrogant, presumptuous"
overweeningly,": arrogant, presumptuous"
overweigh,: to exceed in weight
overweight,: weight over and above what is required or allowed
overwell,: too well
overwelt,: overturn
overwhelm,": upset, overthrow"
overwhelming,: tending or serving to overwhelm
overwhelmingly,: to an overwhelming extent
overwhelmingness,: the quality or state of being overwhelming
overwin,: to win over : vanquish
overwind,: to wind (something) too tightly or too far : to tighten or coil (something) too much
overwing,: outflank
overwinter,: to last through or pass the winter
overwise,: too wise
overwood,: overstory
overword,": a word or phrase repeated or said over (as in a song) : burden, refrain"
overwork,": to cause to work too hard, too long, or to exhaustion"
overworld,: the world of proper and respectable people
overworn,": wear out, exhaust"
overwound,: to wind (something) too tightly or too far : to tighten or coil (something) too much
overwrap,: to apply a wrapper over
overwrite,: to write over the surface of
overwrought,: extremely excited : agitated
overyear,: to keep over the year : superannuate
overzealous,": too zealous : having or showing too much zeal : excessively eager, enthusiastic, or fervent"
overzealously,": too zealous : having or showing too much zeal : excessively eager, enthusiastic, or fervent"
overzealousness,": too zealous : having or showing too much zeal : excessively eager, enthusiastic, or fervent"
Ovibos,: a genus of arctic ruminant mammals (family Bovidae) that consists of the musk ox
ovicapsule,: an egg case : ootheca
ovicell,: a dilatation of the zooecium in many bryozoans serving as a brood pouch
ovicellular,: a dilatation of the zooecium in many bryozoans serving as a brood pouch
ovicidal,: an agent that kills eggs
ovicide,: an agent that kills eggs
ovicular,: relating to or like an egg
ovicyst,: the pouch in which the eggs develop in some tunicates
ovicystic,: the pouch in which the eggs develop in some tunicates
Ovidian,43 b.c.�?a.d. 17 Publius Ovidius Naso Roman poet
oviducal,: oviductal
oviduct,: a tube that allows for the passage of eggs from an ovary
oviductal,: a tube that allows for the passage of eggs from an ovary
oviform,: shaped like an egg
ovigenesis,: oogenesis
ovigenetic,: oogenetic
ovigerous,: bearing or modified for the purpose of bearing eggs
ovine,": of, relating to, or resembling sheep"
ovinia,: sheep pox
ovipara,: oviparous animals
oviparity,: the quality or state of being oviparous
oviparous,: producing eggs that develop and hatch outside the maternal body
oviparousness,: producing eggs that develop and hatch outside the maternal body
oviposit,: to lay eggs
oviposition,: to lay eggs
ovipositor,: a specialized organ (as of an insect) for depositing eggs  � see insect illustration
Ovis,: a genus of Bovidae consisting of the domestic sheep and the majority of the wild sheep most of which inhabit the mountainous regions from western North America to western Asia and have horns that form a lateral spiral  � see argali
ovisac,: graafian follicle
oviscapt,: ovipositor
ovism,: an old theory that the egg contains the whole embryo of the future organism and the germs of all subsequent offspring  � compare animalculism
ovispermary,: ovotestis
ovist,: one holding the theory of ovism
ovistic,: of or relating to ovism or ovists
ovocyte,: oocyte
ovoflavin,: riboflavin
ovogenesis,: oogenesis
ovoid,: resembling an egg in shape : ovate
ovoidal,: resembling an egg in shape : ovate
ovolo,: a rounded convex molding
ovomucoid,: a mucoprotein present in egg white
ovoplasm,: the cytoplasm of an unfertilized egg
ovotesticular,: of or relating to an ovotestis
ovotestis,: a hermaphrodite gonad
ovovitellin,: vitellin
ovoviviparity,: the condition of being ovoviviparous
ovoviviparous,: producing eggs that develop within the maternal body (as of various fishes or reptiles) and hatch within or immediately after release from the parent
ovoviviparously,: producing eggs that develop within the maternal body (as of various fishes or reptiles) and hatch within or immediately after release from the parent
ovoviviparousness,: producing eggs that develop within the maternal body (as of various fishes or reptiles) and hatch within or immediately after release from the parent
Ovula,: a genus of marine snails related to and sometimes included in the Cypraeidae but now commonly made type of a separate family (Ovulidae)
ovular,: of or relating to an ovule or ovum
ovularian,: resembling an egg
ovulary,: the lower part of a carpel in which the ovules are borne  � compare ovary
ovulate,: bearing an ovule
ovulation,: the discharge of a mature ovum from the ovary
ovule,: an outgrowth of the ovary of a seed plant that is a megasporangium and encloses an embryo sac within a nucellus
ovuliferous,: bearing an ovule
ovulist,: ovist
ovum,: a female gamete : macrogamete
ow,one-way
owe,: to be under obligation to pay or repay in return for something received : be indebted in the sum of
owelty,": a lien created or a pecuniary sum paid by order of the court to effect an equitable partition of property (as in divorce) when such a partition in kind would be impossible, impracticable, or prejudicial to one of the parties"
Owen,Robert 1771�1858 Welsh social reformer
Owenia,": a small genus of tropical Australian trees (family Meliaceae) having pinnate leaves, small greenish panicled flowers, and edible acid drupaceous fruits  � see native plum"
Owenism,: the political and social theories of Robert Owen who advocated a communistic reorganization of society
Owenite,: an adherent of the political and social theories of Robert Owen
owerance,": mastery, control"
owing,: due to be paid
owl,": any of an order (Strigiformes) of chiefly nocturnal birds of prey with a large head and eyes, short hooked bill, strong talons, and soft fluffy often brown-mottled plumage"
owler,: a person or ship engaged in owling
owlery,: an abode or a haunt of owls
owlet,: a small or young owl
owling,: the act of smuggling wool or sheep out of England
owlish,: resembling or suggesting an owl
owlishly,: resembling or suggesting an owl
owlishness,: resembling or suggesting an owl
owllight,: dusk
owllike,: like that of an owl
owly,: like an owl
own,: belonging to oneself or itself
owner,: a person who owns something : one who has the legal or rightful title to something : one to whom property belongs
ownerless,: having no owner
ownership,": the state, relation, or fact of being an owner"
ownhood,": the condition in which one holds oneself or one's own in isolation : reliance upon or desire for one's own way or will : egoism, selfhood"
ownness,: the quality or state of belonging to oneself
owyheeite,: a mineral Pb5Ag2Sb6S15 consisting of a lead silver antimony sulfide occurring in metallic fibrous masses and needlelike crystals
ox,: a domestic bovine mammal (Bos taurus)
oxadiazole,": any of four parent compounds C2H2N2O containing a five-membered ring composed of two carbon atoms, two nitrogen atoms, and one oxygen atom"
oxalacetic,: a crystalline acid C4H4O5 that is formed by reversible oxidation of malic acid (as in carbohydrate metabolism via the Krebs cycle) and in reversible transamination reactions (as from aspartic acid)
oxalaldehyde,:  glyoxal
oxalamide,: oxamide
oxalate,: a salt or ester of oxalic acid
oxaldehyde,:  glyoxal
oxalemia,: the presence of an excess of oxalic acid in the blood
oxalic,: a poisonous strong acid (COOH)2 or H2C2O4 that occurs in various plants (such as spinach) as oxalates and is used especially as a bleaching or cleaning agent and as a chemical intermediate
Oxalidaceae,: a family of widely distributed herbs or rarely trees (order Geraniales) having compound leaves and regular pentamerous flowers with monadelphous stamens and five distinct styles
oxalidaceous,: a family of widely distributed herbs or rarely trees (order Geraniales) having compound leaves and regular pentamerous flowers with monadelphous stamens and five distinct styles
Oxalis,: wood sorrel
oxalonitrile,: cyanogen sense 2
oxaluria,: hyperoxaluria
oxaluric,: a crystalline acid NH2CONHCOCOOH obtained in the form of salts by the action of alkalies on parabanic acid
oxalyl,: the bivalent group −COCO− of oxalic acid
oxalylurea,: parabanic acid
oxamate,: a salt or ester of oxamic acid
oxamic,: a high-melting crystalline acid NH2COCOOH intermediate between oxalic acid and oxamide : the monoamide of oxalic acid
oxamide,: a high-melting crystalline amide (CONH2)2 obtainable by treating ethyl oxalate with ammonia : the diamide of oxalic acid
oxammite,: hydrous ammonium oxalate (NH4)2C2O4.1H2O occurring as a crystalline salt in guano
oxanilic,: a crystalline acid C6H5NHCOCOOH obtained by heating oxalic acid with aniline; phenyl-oxamic acid
oxanilide,: a crystalline amide (CONHC6H5)2 obtainable by heating aniline oxalate and useful as a plasticizer; diphenyl-oxamide
oxazine,": any of several parent compounds C4H5NO containing a ring composed of four carbon atoms, one oxygen atom, and one nitrogen atom"
oxazole,": a parent compound C3H3NO containing a ring composed of three carbon atoms, one oxygen atom, and one nitrogen atom with one carbon atom between the oxygen and nitrogen atoms  � compare isoxazole"
oxberry,: the fruit of the black bryony
oxbird,: dunlin
oxbiter,: cowbird
oxblood,: a moderate reddish brown
oxbow,: a U-shaped frame forming a collar about an ox's neck and holding the yoke in place
oxbrake,: a frame in which oxen are shod
oxcart,: a cart drawn by oxen
oxcheek,: an ox's cheek especially when cut for meat
oxea,: a needle-shaped sponge spicule sharp at both ends
oxeate,": of, relating to, or forming an oxea"
