word,meaning
deaconry,: diaconate
deactivate,: to make inactive or ineffective
deactivation,: to make inactive or ineffective
dead,: deprived of life : no longer alive
deadbeat,: loafer
deadborn,: stillborn
deadcenter,: in the exact center
deaden,: to impair in vigor or sensation : blunt
deadener,: to impair in vigor or sensation : blunt
deadening,: material used to soundproof walls or floors
deader,: deprived of life : no longer alive
deadeye,: a rounded wood block encircled by a rope or an iron band and having holes to receive the lanyard that is used especially to set up shrouds and stays
deadfall,: a trap so constructed that a weight (such as a heavy log) falls on an animal and kills or disables it
deadhead,: one who has not paid for a ticket
deadhouse,": morgue, mortuary"
deadish,: somewhat dead : dull
deadlatch,: a spring-bolt latch in which the bolt is deadlocked against end pressure but may be retracted by either the knob or the key
deadlight,: a metal cover or shutter fitted to a port to keep out light and water
deadline,: a line drawn within or around a prison that a prisoner passes at the risk of being shot
deadliness,: likely to cause or capable of producing death
deadlock,: a state of inaction or neutralization resulting from the opposition of equally powerful uncompromising persons or factions : standstill
deadly,: likely to cause or capable of producing death
deadman,: an anchor (such as a metal plate) buried in snow and used (as in mountain climbing) to secure a rope
deadmelt,: to keep molten until bubbling ceases and the liquid becomes quiet
deadness,: deprived of life : no longer alive
deadpan,": marked by an impassive matter-of-fact manner, style, or expression"
deadtongue,: a European water dropwort (Oenanthe crocata)
deadwood,: wood dead on the tree
deaerate,: to remove air or gas from
deaeration,: to remove air or gas from
deaerator,: to remove air or gas from
deaf,: having total or partial hearing loss
deafen,: to make permanently or temporarily deaf
deafening,: that deafens
deafeningly,: that deafens
deafish,: having total or partial hearing loss
deafly,: having total or partial hearing loss
deafness,: having total or partial hearing loss
deair,: to remove air from (wet clay) by pugging under vacuum thereby increasing wet strength and density
deal,: to concern oneself or itself
dealate,: a dealated insect : a mature sexual individual of a kind of insect that undergoes dealation
dealated,: divested of the wings
dealation,: divested of the wings
dealbate,: covered with an opaque white powder
dealer,: to concern oneself or itself
dealership,: an authorized sales agency
dealfish,": any of several silvery ribbonfishes (genus Trachipterus, especially T. arcticus) inhabiting deep seas"
dealing,: method of business : manner of conduct
dealkalize,: to remove alkali from : reduce the alkalinity of (as by neutralization)
dealkylate,: to remove alkyl groups from (a compound)
dealkylation,: to remove alkyl groups from (a compound)
dealt,: to concern oneself or itself
deambulation,: the act of walking abroad or about : promenade
deambulatory,: ambulatory
deamidase,: an enzyme which hydrolyzes amides with the removal of the amido group
deamidate,: to remove the amido group from (a compound)
deamidation,: to remove the amido group from (a compound)
deamidization,: the process of deamidizing : deamidation
deamidize,: deamidate
deaminase,: an enzyme that hydrolyzes amino compounds (such as amino acids) with removal of the amino group
deaminate,: to remove the amino group from (a compound)
deamination,: to remove the amino group from (a compound)
deaminization,: deaminate
deaminize,: deaminate
Dean,: the head of the chapter of a collegiate or cathedral church
dean,: the head of the chapter of a collegiate or cathedral church
deanery,": the office, jurisdiction, or official residence of a clerical dean"
deaness,: a nun who serves as dean in a convent
deanship,: the head of the chapter of a collegiate or cathedral church
dear,: highly valued : precious
dearborn,"city west of Detroit in southeastern Michigan population 98,153"
dearie,: little dear : darling
dearly,: with affection : fondly
dearness,: highly valued : precious
dearth,: scarcity that makes dear
deary,: little dear : darling
deash,: to remove ash from
deasil,: clockwise  � compare widdershins
deaspirate,: to pronounce without aspiration
deassimilation,: catabolism
death,: a permanent cessation of all vital (see vital sense 2a) functions : the end of life
deathbed,: the bed in which a person dies
deathblow,: a forcible stroke that kills a living thing : an act that ends the life of a person or animal
deathday,: the day of a person's death or its anniversary
deathful,": full of or threatening death : deadly, murderous, destructive, bloody"
deathfully,": full of or threatening death : deadly, murderous, destructive, bloody"
deathin,: a water hemlock (Cicuta virosa) of Europe
deathless,": immortal, imperishable"
deathlessly,": immortal, imperishable"
deathlessness,": immortal, imperishable"
deathlike,: deathly
deathliness,: the quality or state of being deathly
deathling,: one liable to death : mortal
deathly,: fatal
deathsman,: executioner
deathtrap,: a structure or situation that is potentially very dangerous to life
deathward,: toward death : approaching death
deathwards,: toward death : approaching death
deathwatch,: a small insect that makes a ticking sound
deathweed,: povertyweed sense c
deathworm,: a worm that feeds on a buried dead body
deathy,": deathly, deadly"
deave,: to stun or stupefy with noise : deafen
deavely,: lonely
Deb,: debutante
deb,: debutante
debacle,: a great disaster
debar,: to bar from having or doing something : preclude
debarbarize,: to free from barbarousness : make no longer barbarous
debark,: disembark
debarkation,: disembark
debarment,: to bar from having or doing something : preclude
debarrance,: the act of fencing the tables in Scottish Presbyterian churches
debarrass,: to disembarrass especially by removing what impedes or encumbers
debarration,: the act of fencing the tables in Scottish Presbyterian churches
debase,": to lower in status, esteem, quality, or character"
debasedness,: the quality or state of being debased
debasement,": to lower in status, esteem, quality, or character"
debaser,": to lower in status, esteem, quality, or character"
debasingly,: in a debasing manner
debatable,: claimed by more than one country
debate,: a contention by words or arguments
debatement,: a contention by words or arguments
debater,: a contention by words or arguments
debating,: a contention by words or arguments
debatingly,: in a debating manner
debauch,: to corrupt by intemperance or sensuality
debauched,: to corrupt by intemperance or sensuality
debauchee,: one given to debauchery
debaucher,: to corrupt by intemperance or sensuality
debauchery,": extreme indulgence in bodily pleasures and especially sexual pleasures : behavior involving sex, drugs, alcohol, etc. that is often considered immoral"
debauchment,: the action of debauching
Debbie,: a negative or pessimistic person : a person who speaks only of the bad or depressing aspects of something and lessens the enthusiasm or pleasure of others
Debby,": being, relating to, or resembling a debutante"
debby,": being, relating to, or resembling a debutante"
debellate,: debel
debellation,: the action of debelling
debenture,: a corporate security other than an equity security : bond
debile,: marked by debility : feeble
debilitate,: to impair the strength of : enfeeble
debilitated,: to impair the strength of : enfeeble
debilitation,: to impair the strength of : enfeeble
debilitative,: debilitating in its tendency : causing debility
debility,": weakness, infirmity"
debit,: to enter upon the debit side of an account : charge with a debit
debiteuse,: a rectangular clay block floating upon molten glass in a tank furnace and containing a long slot that shapes glass into a sheet as it is drawn through it
debonair,": suave, urbane"
debonairly,": suave, urbane"
debonairness,": suave, urbane"
Deborah,: a Hebrew prophetess who rallied the Israelites in their struggles against the Canaanites
debord,: to flow beyond its banks
deboshed,: debauched
debouch,: to cause to emerge : discharge
debouchment,: to cause to emerge : discharge
debride,": the usually surgical removal of lacerated, devitalized, or contaminated tissue"
debrief,": to interrogate (someone, such as a pilot) usually upon return (as from a mission) in order to obtain useful information"
debris,: the remains of something broken down or destroyed
debruise,: to cross or partly cover (a coat of arms or charge) as if laid over
debt,: something owed : obligation
debtless,: something owed : obligation
debtor,: one guilty of neglect or violation of duty
debunk,: to expose the sham (see sham entry 1 sense 2) or falseness of
debunker,: to expose the sham (see sham entry 1 sense 2) or falseness of
debus,: to get off a bus
Debussyan,(Achille-) Claude 1862�1918 French composer
debut,: a first appearance
debutant,: one making a debut (see debut entry 1)
debutante,: one making a debut (see debut entry 1) : debutant
decadal,: a group or set of 10
decade,: a group or set of 10
decadence,: the process of becoming decadent : the quality or state of being decadent
decadency,: decadence sense 1
decadent,: characterized by or appealing to self-indulgence
decadentism,: decadence sense 3
decadently,: characterized by or appealing to self-indulgence
decadic,: of or relating to the decimal system of counting
decadrachm,: an ancient Greek silver coin worth 10 drachms
decaffeinate,: to remove caffeine from
decaffeinize,: decaffeinate
decagon,: a plane polygon of 10 angles and 10 sides
decagram,: dekagram
decagramme,: a unit of mass equal to 10 grams  � see Metric System Table
decahedral,: of or relating to a decahedron
decahedron,: a polyhedron of 10 faces
decahydrate,: a compound with 10 molecules of water
decahydrated,: a compound with 10 molecules of water
decahydronaphthalene,": a colorless liquid hydrocarbon C10H18 obtained by hydrogenation of naphthalene and used as a solvent (as for paints, lacquers, and silicones)"
Decaisnea,: a genus of Asian shrubs (family Lardizabalaceae) having compound leaves and greenish polygamous flowers in clusters
decal,": a picture, design, or label made to be transferred (as to glass) from specially prepared paper"
decalcification,: the removal or loss of calcium or calcium compounds (as from bones or soil)
decalcify,: the removal or loss of calcium or calcium compounds (as from bones or soil)
decalcomania,: the art or process of transferring pictures and designs from specially prepared paper (as to glass)
decalescence,: the decrease in temperature when the rate of heat absorption during transformation exceeds the rate of heat input while heating metal through a transformation range  � compare recalescence
decaliter,: dekaliter
decalitre,: a unit of mass equal to 10 grams  � see Metric System Table
decalobate,: having 10 lobes
Decalogue,: ten commandments
decamerous,: having 10 parts or divisions
decameter,: dekameter
decametre,: a unit of mass equal to 10 grams  � see Metric System Table
decamp,: to break up a camp
decampment,: to break up a camp
decan,: any of the three divisions of 10 degrees in each sign of the zodiac
decanal,: of or relating to a dean or deanery
decane,: any of several isomeric liquid alkanes C10H22
decani,: decanal sense 2
decant,: to draw off (a liquid) without disturbing the sediment or the lower liquid layers
decantate,: the liquid decanted
decantation,: to draw off (a liquid) without disturbing the sediment or the lower liquid layers
decanter,: a vessel used to decant or to receive decanted liquids
decap,: to remove the cap from
decapitate,: to cut off the head of : behead
decapitation,: to cut off the head of : behead
decapitator,: to cut off the head of : behead
decapod,": any of an order (Decapoda) of crustaceans (such as shrimp, lobsters, and crabs) with five pairs of thoracic appendages one or more of which are modified into pincers, with stalked eyes, and with the head and thorax fused into a cephalothorax and covered by a carapace"
Decapoda,": an order of Crustaceans (division Eucarida) including the most highly organized crustaceans (as shrimps, lobsters, crabs) having five pairs of thoracic appendages one or more of which are modified into pincers, a pair of movable stalked eyes, mouthparts consisting of a pair of mandibles, two pairs of maxillae, and three pairs of maxillipeds, and the head and thorax fused into a cephalothorax and covered by a carapace that encloses a gill chamber on each side  � compare natantia , reptantia"
decapodal,": an order of Crustaceans (division Eucarida) including the most highly organized crustaceans (as shrimps, lobsters, crabs) having five pairs of thoracic appendages one or more of which are modified into pincers, a pair of movable stalked eyes, mouthparts consisting of a pair of mandibles, two pairs of maxillae, and three pairs of maxillipeds, and the head and thorax fused into a cephalothorax and covered by a carapace that encloses a gill chamber on each side  � compare natantia , reptantia"
decapodan,": any of an order (Decapoda) of crustaceans (such as shrimp, lobsters, and crabs) with five pairs of thoracic appendages one or more of which are modified into pincers, with stalked eyes, and with the head and thorax fused into a cephalothorax and covered by a carapace"
decapodiform,: shaped like a decapod
decapodous,": any of an order (Decapoda) of crustaceans (such as shrimp, lobsters, and crabs) with five pairs of thoracic appendages one or more of which are modified into pincers, with stalked eyes, and with the head and thorax fused into a cephalothorax and covered by a carapace"
decapper,: an instrument for removing a cap from a cartridge case
decapsulate,: to remove the capsule from
decapsulation,: to remove the capsule from
decarbonate,: to remove carbon dioxide or carbonic acid from
decarbonization,: the process of decarbonizing
decarbonize,: to remove carbon from
decarbonized,: to remove carbon from
decarbonizer,: to remove carbon from
decarboxylate,: the removal or elimination of carboxyl from a molecule
decarboxylation,: the removal or elimination of carboxyl from a molecule
decarburation,: decarburization
decarburization,: decarbonize
decarburize,: decarbonize
decarchy,: a governing body of 10
decare,: a metric unit of area equal to 10 ares or 0.2471 acre
decastere,: a metric unit of volume equal to 10 cubic meters
decastich,: a poem or stanza of 10 lines
decastyle,: marked by columniation with 10 columns across the front  � compare distyle
decasualization,: the process of eliminating the employment of casual workers in order to stabilize the workforce
decasualize,: to do away with the casual employment of (labor)
decasyllabic,: consisting of 10 syllables or composed of verses of 10 syllables
decasyllable,: consisting of 10 syllables or composed of verses of 10 syllables
decathlon,: a 10-event athletic contest
decaudate,: to deprive of the tail
decaudation,: to deprive of the tail
decay,: to undergo decomposition
decayable,: capable of or liable to decay
decayed,: to undergo decomposition
decayedness,: the quality or state of being decayed
decayer,: to undergo decomposition
decayless,: being without decay
decease,: departure from life : death
deceased,: no longer living
decedent,: a person who is no longer living : a deceased person
deceit,: the act of causing someone to accept as true or valid what is false or invalid : the act or practice of deceiving : deception
deceitful,: having a tendency or disposition to deceive or give false impressions:
deceitfully,: having a tendency or disposition to deceive or give false impressions:
deceitfulness,: having a tendency or disposition to deceive or give false impressions:
deceivable,": deceitful, deceptive"
deceive,: to cause to accept as true or valid what is false or invalid
deceiver,: to cause to accept as true or valid what is false or invalid
deceiving,: to cause to accept as true or valid what is false or invalid
deceivingly,: to cause to accept as true or valid what is false or invalid
decelerate,: to reduce the speed of : slow down
deceleration,: to reduce the speed of : slow down
decelerator,: to reduce the speed of : slow down
decelerometer,: an instrument for measuring the rate of change of speed of a moving vehicle during deceleration
December,: the 12th month of the Gregorian calendar
Decembrist,: one taking part in the unsuccessful uprising against the Russian emperor Nicholas I in December 1825
decemvir,: one of a ruling body of 10
decemviral,: one of a ruling body of 10
decemvirate,: one of a ruling body of 10
decence,: appropriateness (as of action or deportment) : fitness
decency,: the quality or state of being decent : propriety
decennary,: tithing entry 1
decennia,: a period of 10 years : decade
decenniad,: decennium
decennial,: consisting of or lasting for 10 years
decennially,: consisting of or lasting for 10 years
decennium,: a period of 10 years : decade
decent,": marked by moral integrity, kindness, and goodwill"
decenter,: to cause to lose or shift from an established center or focus
decently,": marked by moral integrity, kindness, and goodwill"
decentness,: the quality or state of being decent
decentralism,: decentralization
decentralist,": one favoring decentralization, especially urban decentralization"
decentralization,: the dispersion or distribution of functions and powers
decentralize,: the dispersion or distribution of functions and powers
decephalization,: decrease or degeneration of organs and parts relating to the head or cephalic regions
deception,: the act of causing someone to accept as true or valid what is false or invalid : the act of deceiving
deceptious,: tending to deceive
deceptiously,: tending to deceive
deceptive,: tending or having power to cause someone to accept as true or valid what is false or invalid : tending or having power to deceive
deceptively,: tending or having power to cause someone to accept as true or valid what is false or invalid : tending or having power to deceive
deceptiveness,: tending or having power to cause someone to accept as true or valid what is false or invalid : tending or having power to deceive
decerebrate,: caused by or as if by elimination of cerebral brain function : characteristic of decerebration
decerebration,: caused by or as if by elimination of cerebral brain function : characteristic of decerebration
decern,: to decree by judicial sentence
decession,": withdrawal, departure, decrease"
dechenite,: descloizite
dechlorination,: to remove chlorine from
dechristianization,: the process of dechristianizing
dechristianize,: to cause to turn from Christianity : deprive of Christian characteristics
Decian,: of or relating to the Roman emperor Decius who persecuted the Christians
deciare,: a metric unit of area equal to 10 square meters or 11.96 square yards
decibel,: a unit for expressing the ratio of two amounts of electric or acoustic signal power equal to 10 times the common logarithm of this ratio
decidable,: capable of being decided
decide,: to make a final choice or judgment about
decided,: unquestionable
decidedly,: unquestionable
decidedness,: unquestionable
decider,: to make a final choice or judgment about
decidua,: the part of the endometrium that in higher placental mammals undergoes special modifications in preparation for and during pregnancy and is cast off at parturition
decidual,: the part of the endometrium that in higher placental mammals undergoes special modifications in preparation for and during pregnancy and is cast off at parturition
deciduary,: deciduous
Deciduata,: the mammals having deciduate placentas
deciduate,: having the fetal and maternal tissues firmly interlocked so that a layer of maternal tissue is torn away at parturition and forms a part of the afterbirth
deciduitis,: inflammation of the decidua
deciduoma,: a mass of tissue formed in the uterus following pregnancy that contains remnants of chorionic or decidual tissue
deciduous,: falling off or shed seasonally or at a certain stage of development in the life cycle
deciduousness,: falling off or shed seasonally or at a certain stage of development in the life cycle
decigram,: a unit of mass equal to �/₁₀ gram  � see Metric System Table
decigramme,: a unit of mass equal to �/₁₀ gram  � see Metric System Table
decile,: any one of nine numbers that divide a frequency distribution into 10 classes such that each contains the same number of individuals
deciliter,: a unit of capacity equal to �/₁₀ liter  � see Metric System Table
decillion,: a number equal to 1 followed by 33 zeros  � see Table of Numbers
decimal,: numbered or proceeding by tens:
decimalization,: conversion (as of a currency) to a decimal system
decimalize,: conversion (as of a currency) to a decimal system
decimally,: numbered or proceeding by tens:
decimate,: to select by lot and kill every tenth man of
decimation,: to select by lot and kill every tenth man of
decimeter,: a unit of length equal to �/₁₀ meter  � see Metric System Table
decimolar,: tenth molar
decimole,: decuplet sense 2
decimosexto,: sixteenmo
decinormal,: having one tenth of the normal strength
decipher,: decode sense 1a
decipherable,: decode sense 1a
decipherer,: decode sense 1a
decipherment,: decode sense 1a
decision,: the act or process of deciding
decisional,: the act or process of deciding
decisive,: having the power or quality of deciding
decisively,: having the power or quality of deciding
decisiveness,: having the power or quality of deciding
decistere,: a metric unit of capacity equal to �/₁₀ cubic meter
Decius,Gaius Messius Quintus Trajanus circa 201�251 Roman emperor (249�51)
deck,: a platform in a ship serving usually as a structural element and forming the floor for its compartments
decke,: nappe
decked,: a platform in a ship serving usually as a structural element and forming the floor for its compartments
decker,": something having a specified number of decks, levels, floors, or layers"
deckhead,: the deck overhead : the ceiling of a compartment of a ship
deckhouse,: a superstructure on a ship's upper deck
deckie,: deckhand
decking,: deck
deckle,: a frame around the edges of a mold used in making paper by hand
declaim,: to speak rhetorically
declaimer,: to speak rhetorically
declamation,": the act or an instance of declaiming : a rhetorical speech, oration, or harangue"
declamatory,": of, relating to, or marked by declamation or rhetorical display"
declarable,": to make known formally, officially, or explicitly"
declarant,: a person who makes a statement or declaration especially in connection with a legal proceeding
declaration,: the act of declaring : announcement
declarative,: making a declaration : declaratory
declaratively,: making a declaration : declaratory
declarator,: a legal declaration
declaratory,": serving to declare, set forth, or explain"
declare,": to make known formally, officially, or explicitly"
declared,": to make known formally, officially, or explicitly"
declarer,: one that declares
declass,: to remove from a class
declassicize,: to make less classical
declassify,: to remove or reduce the security classification of
declension,": noun, adjective, or pronoun inflection especially in some prescribed order of the forms"
declensional,": noun, adjective, or pronoun inflection especially in some prescribed order of the forms"
declinable,: to become less in amount
declinate,: bent or curved downward or aside
declination,: angular distance north or south from the celestial equator measured along a great circle passing through the celestial poles
declinational,: angular distance north or south from the celestial equator measured along a great circle passing through the celestial poles
declinatory,: containing or involving a declination
declinature,: a plea denying jurisdiction
decline,: to become less in amount
declined,: to become less in amount
decliner,: to become less in amount
declinometer,: an instrument for measuring magnetic declination
declivate,: inclining downward : sloping
declive,: a part of the monticulus of the cerebellum that is dorsal to the culmen
declivitous,: moderately steep
declivity,: downward inclination
declivous,: sloping downward
declutch,: to disengage a clutch
decoct,: to extract the flavor of by boiling
decoction,: an extract obtained by decocting
decoctive,: relating to or suitable for decoction
decoctum,: decoction sense 2b
decode,": to convert (something, such as a coded message) into intelligible form"
decoic,: any of the monocarboxylic acids C9H19COOH (as capric acid) derived from the decanes
decoke,: decarbonize
decollate,: behead
decollated,: behead
decollation,: behead
decollator,: a machine that separates copies (as of a computer printout produced in multiple copies)
decolletage,: the low-cut neckline of a dress
decollete,: wearing a strapless or low-necked dress
decolor,: decolorize
decolorant,: a substance that removes color
decoloration,: the process of decolorizing
decolorization,: to remove color from
decolorize,: to remove color from
decolorizer,: to remove color from
decommission,": to remove (something, such as a ship or a nuclear power plant) from service"
decompensate,: loss of physiological or psychological compensation
decompensation,: loss of physiological or psychological compensation
decomposability,: to separate into constituent parts or elements or into simpler compounds
decomposable,: to separate into constituent parts or elements or into simpler compounds
decompose,: to separate into constituent parts or elements or into simpler compounds
decomposed,: to separate into constituent parts or elements or into simpler compounds
decomposer,": any of various organisms (such as many bacteria and fungi) that return constituents of organic substances to ecological cycles by feeding on and breaking down dead protoplasm  � compare consumer, producer sense 4"
decomposite,: decompound entry 1
decomposition,: to separate into constituent parts or elements or into simpler compounds
decompound,: having divisions that are themselves compound
decompress,: to release from pressure or compression
decompressing,: to release from pressure or compression
decompression,: to release from pressure or compression
decompressive,: tending to relieve or reduce pressure
deconcentrate,: to reduce or abolish the concentration of : decentralize
deconcentration,: to reduce or abolish the concentration of : decentralize
deconcentrator,: a device for removing suspended or dissolved material from feedwater (as for a still or boiler)
decongestive,: the process of relieving congestion
deconsecrate,: to remove the sacred character of
deconsecration,: to remove the sacred character of
decontaminate,: to rid of contamination (such as radioactive material)
decontamination,: to rid of contamination (such as radioactive material)
decontrol,: to end control of
decorament,": ornament, decoration"
decorate,: to add honor to
decorated,: having been awarded a mark or marks of honor
decoration,: the act or process of decorating
decorative,: serving to decorate
decoratively,: serving to decorate
decorativeness,: serving to decorate
decorator,: one that decorates
decorist,: one devoted to artistic decorum
decorous,: marked by propriety and good taste : correct
decorously,: marked by propriety and good taste : correct
decorousness,: marked by propriety and good taste : correct
decorticate,: the act or process of removing the outer coverings (such as bark or husks) from something (such as fiber or seed)
decortication,: the act or process of removing the outer coverings (such as bark or husks) from something (such as fiber or seed)
decorticator,: the act or process of removing the outer coverings (such as bark or husks) from something (such as fiber or seed)
decorticosis,: shell bark
decorum,: literary and dramatic propriety : fitness
decoy,: a pond into which wildfowl are lured for capture
decrassify,: to free from what is crass
decrease,": to grow progressively less (as in size, amount, number, or intensity)"
decreasing,": to grow progressively less (as in size, amount, number, or intensity)"
decreasingly,": to grow progressively less (as in size, amount, number, or intensity)"
decree,: an order usually having the force of law
decreement,: decree
decreer,: an order usually having the force of law
decreet,: decree sense 3c
decrement,: a gradual decrease in quality or quantity
decremeter,: an instrument for measuring the logarithmic decrement of electromagnetic waves
decrepit,: wasted and weakened by or as if by the infirmities of old age
decrepitate,": to roast or calcine (a substance, such as salt) so as to cause crackling or until crackling stops"
decrepitation,": to roast or calcine (a substance, such as salt) so as to cause crackling or until crackling stops"
decrepitly,: wasted and weakened by or as if by the infirmities of old age
decrepitness,: the quality or state of being decrepit
decrepitude,: the quality or state of being decrepit
decrescence,: the act or process of decreasing
decrescendo,: a gradual decrease in volume of a musical passage
decrescent,": becoming less by gradual diminution : decreasing, waning"
decretal,: decree
decretalist,: decretist
decretist,: one specializing in the study of decretals : canonist
decretive,: having the force of a decree : decretory
decretorial,: decretory
decretory,: relating to or fixed by a decree or decision
decretum,": decree, ordinance"
decrial,: depreciation
decried,": to depreciate (something, such as a coin) officially or publicly"
decrier,": to depreciate (something, such as a coin) officially or publicly"
decrown,: discrown
decrustation,: the removal of a crust
decry,": to depreciate (something, such as a coin) officially or publicly"
decubital,: relating to or resulting from lying down
decubitus,: bedsore
deculturate,: to deprive of culture or cultural attainments
decuman,: extremely large : huge
Decumaria,: a small genus of woody vines (family Saxifragaceae)
decumary,: a woody vine (Decumaria barbata) of the southeastern U.S. with white flowers in compound terminal clusters
decumbence,: the act or position of lying down
decumbency,: the act or position of lying down
decumbent,: lying down
decumbiture,: confinement to a sickbed
decuple,: tenfold
decuplet,: a combination of 10 of a kind
decurion,: a Roman cavalry officer in command of 10 men
decurionate,: the office of a decurion
decurrence,: the act or state of running downward : downward flow or course
decurrency,: the act or state of running downward : downward flow or course
decurrent,: running or extending downward along the stem
decursion,: decurrence
decursive,: decurrent
decursively,: decurrent
decurtate,: shorten
decury,": a Roman division, company, or body of ten (as cavalrymen, senators, or judges)"
decussate,": intersect, cross"
decussated,": intersect, cross"
decussation,: the action of crossing (as of nerve fibers) especially in the form of an X
decyl,: any of numerous univalent radicals C10H21 derived from the decanes by removal of one hydrogen atom
decylene,: any of numerous isomeric hydrocarbons C10H20 of the ethylene series
decylic,: decoic acid
dedendum,: the root of a gear tooth
dedicant,: one that dedicates
dedicate,: dedicated sense 1
dedicatee,: one to whom a thing is dedicated
dedication,: an act or rite of dedicating (see dedicate entry 2 sense 1) to a divine being or to a sacred use
dedicational,: of or relating to dedication
dedicative,": dedicating, dedicatory"
dedicator,: dedicated sense 1
dedicatorial,: dedicatory
dedicatory,: an act or rite of dedicating (see dedicate entry 2 sense 1) to a divine being or to a sacred use
dedifferentiate,: reversion of specialized structures (such as cells) to a more generalized or primitive condition often as a preliminary to major physiological or structural change
dedifferentiation,: reversion of specialized structures (such as cells) to a more generalized or primitive condition often as a preliminary to major physiological or structural change
dedimus,: a writ to commission a private person to perform some act in place of a judge (as to examine a witness)
deditician,: a freedman not allowed full citizenship rights because of bad character or grave misconduct during slavery or because as a foreigner he had fought against Rome
dediticiancy,: a freedman not allowed full citizenship rights because of bad character or grave misconduct during slavery or because as a foreigner he had fought against Rome
dedition,: act of yielding : surrender
dedo,: noisy and exuberant or attention-getting activity (as at a social affair or in a political campaign)
deduce,: to determine by reasoning or deduction
deducement,": inference, deduction"
deducibility,: the state or quality of being deducible
deducible,: to determine by reasoning or deduction
deduct,: to take away (an amount) from a total : subtract
deductible,: allowable as a deduction
deduction,: an act of taking away
deductive,": of, relating to, or provable by deriving conclusions by reasoning : of, relating to, or provable by deduction (see deduction sense 2a)"
deductively,": of, relating to, or provable by deriving conclusions by reasoning : of, relating to, or provable by deduction (see deduction sense 2a)"
deductory,: deductive
dee,: the letter d
deed,: something that is done
deedbox,: a strongbox for documents
deedful,": full of deeds or exploits : active, stirring"
deedily,": actively, industriously, earnestly"
deedless,: something that is done
deedy,: industrious
deem,: to come to think or judge : consider
deemster,: one of the two justices of the common-law courts of the Isle of Man
deemstership,: one of the two justices of the common-law courts of the Isle of Man
deep,: extending far from some surface or area: such as
deepen,: to make deep or deeper
deepening,: to make deep or deeper
deepeningly,: in a deepening manner
Deepfreeze,: quick-freeze
deeping,(George) Warwick 1877�1950 English novelist
deepish,: somewhat deep
deeply,: extending far from some surface or area: such as
deepmost,: deepest
deepmouthed,: having a deep sonorous voice
deepness,: extending far from some surface or area: such as
deepwater,": of, relating to, or characterized by water of considerable depth"
deepwaterman,: a ship for navigating deep waters : a seagoing ship
deer,": any of various slender-legged, even-toed, ruminant mammals (family Cervidae, the deer family) having usually brownish fur and deciduous antlers borne by the males of nearly all and by the females only of the caribou : cervid"
deerberry,: either of two shrubs (Vaccinium stamineum or V. caesium) of the heath family that are found in dry woods and scrub of the eastern U.S.
deerdrive,: a shoot in which deer are driven past the sportsmen
deerfood,: water shield sense 1
deerhair,": a small club rush (Scirpus caespitosus) of Europe, Asia, and North America with filiform stems"
deerherd,: a keeper of deer
deerhorn,: the horny material making up the antlers of deer
deerhound,: scottish deerhound
deerlet,: a small deer
deerskin,: leather made from the skin of a deer
deerstalker,: a close-fitting hat with a visor at the front and the back and with earflaps that may be worn up or down
deertongue,: wild vanilla
deerweed,": any of several bushy herbs of the genus Lotus (as L. scoparius and L. purshianus) occurring in southern California, having trifoliolate leaves and yellow flowers, and being a useful forage plant for arid regions"
deerwood,: hop hornbeam
deeryard,: a place where deer herd in winter
deevilick,: a little devil
deface,: to mar the appearance of : injure by effacing significant details
defacement,: to mar the appearance of : injure by effacing significant details
defacer,: to mar the appearance of : injure by effacing significant details
defacing,: to mar the appearance of : injure by effacing significant details
defalcate,": deduct, curtail"
defalcation,: deduction
defalcator,": deduct, curtail"
defalk,: defalcate
defamation,: the act of communicating false statements about a person that injure the reputation of that person : the act of defaming another : calumny
defamatory,: the act of communicating false statements about a person that injure the reputation of that person : the act of defaming another : calumny
defame,: to harm the reputation of by communicating false statements about : to harm the reputation of by libel (see libel entry 1 sense 2a) or slander (see slander entry 2 sense 2)
defamed,: to harm the reputation of by communicating false statements about : to harm the reputation of by libel (see libel entry 1 sense 2a) or slander (see slander entry 2 sense 2)
defamer,: to harm the reputation of by communicating false statements about : to harm the reputation of by libel (see libel entry 1 sense 2a) or slander (see slander entry 2 sense 2)
defamingly,: so as to defame
defassa,: a large gray African antelope (Kobus defassa) having a shaggy coat and spreading ringed horns
defat,: to remove fat from
default,: failure to do something required by duty or law : neglect
defaulter,: failure to do something required by duty or law : neglect
defeasance,: the termination of a property interest in accordance with stipulated conditions (as in a deed)
defeasibility,: capable of being annulled or made void
defeasible,: capable of being annulled or made void
defeat,: to win victory over : beat
defeatism,": an attitude of accepting, expecting, or being resigned to defeat"
defeatist,": an attitude of accepting, expecting, or being resigned to defeat"
defeatment,: defeat
defeature,: disfigurement
defecate,: to discharge feces from the bowels
defecation,: the discharge of solid waste from the anus : the act or process of defecating
defecator,: a tank in which cane juice is defecated : clarifier
defect,": an imperfection or abnormality that impairs quality, function, or utility : shortcoming, flaw"
defectibility,: inherent defectiveness : tendency to fall short of perfection
defectible,": liable to defect, failure, or error"
defection,": conscious abandonment of allegiance or duty (as to a person, cause, or doctrine) : desertion"
defective,": having a defect or flaw : imperfect in form, structure, or function"
defectively,": having a defect or flaw : imperfect in form, structure, or function"
defectiveness,": having a defect or flaw : imperfect in form, structure, or function"
defectless,: being without a defect
defector,": an imperfection or abnormality that impairs quality, function, or utility : shortcoming, flaw"
