word,meaning
insertable,: capable of being inserted
inserted,: to put or thrust in
inserter,: to put or thrust in
insertion,: something that is inserted: such as
insertional,: something that is inserted: such as
insertive,: marked by insertion : inserted
inserviceable,: unserviceable
Insessores,: an order of birds that have the feet adapted for perching including the Passeres and many others
insessorial,: perching or adapted for perching
inset,: a place where something flows in : channel
insetter,: one that puts in insets (as in a book)
inseverable,: incapable of being severed : indivisible : impossible to separate
inseverably,: incapable of being severed : indivisible : impossible to separate
inshining,: illumination
inship,: embark
inshoot,: a pitched baseball that breaks toward a right-handed batter
inshore,": situated, living, or carried on near shore"
inside,: an interior or internal part or place : the part within
insider,": a person recognized or accepted as a member of a group, category, or organization: such as"
insidious,: having a gradual and cumulative effect : subtle
insidiously,: having a gradual and cumulative effect : subtle
insidiousness,: having a gradual and cumulative effect : subtle
insight,: the power or act of seeing into a situation : penetration
insightful,: exhibiting or characterized by insight
insigne,: a badge of authority or honor
insignia,: a badge of authority or honor
insignificance,: the quality or state of being insignificant
insignificancy,: insignificance
insignificant,: not significant: such as
insignificantly,: not significant: such as
insimplicity,: lack of simplicity
insincere,: not sincere : hypocritical
insincerely,: not sincere : hypocritical
insincerity,: not sincere : hypocritical
insinuant,": insinuating, insinuative"
insinuate,: to impart or suggest in an artful or indirect way : imply
insinuating,: winning favor and confidence by imperceptible degrees : ingratiating
insinuatingly,: winning favor and confidence by imperceptible degrees : ingratiating
insinuation,: something that is insinuated
insinuative,: to impart or suggest in an artful or indirect way : imply
insinuator,: to impart or suggest in an artful or indirect way : imply
insinuatory,: insinuative
insinuendo,: insinuation sense 2a
insipid,": lacking in qualities that interest, stimulate, or challenge : dull, flat"
insipidity,": lacking in qualities that interest, stimulate, or challenge : dull, flat"
insipidly,": lacking in qualities that interest, stimulate, or challenge : dull, flat"
insipidness,: insipidity
insipience,: the quality or state of being insipient : lack of intelligence
insipient,": lacking wisdom : stupid, foolish"
insist,": to be emphatic, firm, or resolute about something intended, demanded, or required"
insistence,: the act or an instance of insisting
insistency,: insistence
insistent,: disposed to insist : persistent
insistently,: disposed to insist : persistent
insister,: one that insists
insistingly,": with insistence : insistently, urgently"
insistive,: tending to insist or urge
insititious,: constituting an insertion : interpolated
insobriety,: lack of sobriety or moderation
insociability,: not sociable
insociable,: not sociable
insociably,: not sociable
insocial,: unsociable
insocially,: unsociable
insofar,: to such extent or degree
insolate,": to place in the sunlight : expose to the sun's rays (as for curing, drying, ripening)"
insolation,: exposure to the sun's rays
insole,: an inside sole of a shoe
insolence,: the quality or state of being insolent
insolency,: insolence
insolent,: insultingly contemptuous in speech or conduct : overbearing
insolently,: insultingly contemptuous in speech or conduct : overbearing
insolentness,: the quality or state of being insolent : insolence
insolidity,: lack of solidity : weak flimsy form or quality
insolubility,: not soluble: such as
insoluble,: not soluble: such as
insolubleness,: not soluble: such as
insolubly,: not soluble: such as
insolvability,: the quality or state of being insolvable
insolvable,: admitting no solution
insolvably,: admitting no solution
insolvence,: insolvency
insolvency,: the fact or state of being insolvent : inability to pay debts
insolvent,: unable to pay debts as they fall due in the usual course of business
insomnia,: prolonged and usually abnormal inability to get enough sleep especially due to trouble falling asleep or staying asleep
insomniac,": of, relating to, characterized by, or affected with insomnia"
insomnious,: affected with insomnia : sleepless
insomnolence,": sleeplessness, insomnia"
insomnolency,": sleeplessness, insomnia"
insomuch,: so much : to such a degree : so
insonorous,: lacking resonance
insooth,": in truth or reality : truly, accurately, factually"
insorb,: to take in : absorb
insouciance,: lighthearted unconcern : nonchalance
insouciant,: lighthearted unconcern : nonchalance
insouciantly,: lighthearted unconcern : nonchalance
inspan,": yoke, harness"
inspeak,: to instill or infuse by or as if by speaking
inspect,: to view closely in critical appraisal : look over
inspectable,: capable of being inspected or publicly observed
inspectingly,: so as to inspect : with an effect of inspecting
inspection,: the act of inspecting
inspectional,: of or relating to inspection : by means of or involving inspection
inspective,: to view closely in critical appraisal : look over
inspector,: a person employed to inspect something
inspectoral,": of, relating to, or involving inspection, an inspector, or an inspector's duties"
inspectorate,": the office, position, work, or district of an inspector"
inspectorial,": of, relating to, or involving inspection, an inspector, or an inspector's duties"
inspectorship,: a person employed to inspect something
inspectress,: a female inspector
inspectrix,: inspectress
inspirable,: capable of being inspired
inspiration,: an inspiring agent or influence
inspirational,: an inspiring agent or influence
inspirationally,: an inspiring agent or influence
inspirationist,: one who holds a theory of or belief in inspiration especially of Scripture
inspirative,: tending to inspire : inspiring
inspirator,: one that inspires
inspiratory,": of, relating to, used for, or associated with inspiration"
inspire,": to spur on : impel, motivate"
inspired,: outstanding or brilliant in a way or to a degree suggestive of divine inspiration
inspirer,": to spur on : impel, motivate"
inspiring,: having an animating or exalting effect
inspirit,: to fill with spirit
inspiriter,: one that inspirits
inspiriting,: to fill with spirit
inspiritingly,: to fill with spirit
inspirometer,: an apparatus for measuring air inspired in breathing
inspissate,: to make thick or thicker
inspissation,: to make thick or thicker
inspissator,: to make thick or thicker
instability,: the quality or state of being unstable
instable,: unstable
install,: to set up for use or service
installant,: one that formally installs another to office
installation,: the act of installing : the state of being installed
installer,: to set up for use or service
installment,: one of the parts into which a debt is divided when payment is made at intervals
instance,": a step, stage, or situation viewed as part of a process or series of events"
instancy,": urgency, insistence"
instant,: an infinitesimal space of time
instantaneity,": done, occurring, or acting without any perceptible duration of time"
instantaneous,": done, occurring, or acting without any perceptible duration of time"
instantaneously,": done, occurring, or acting without any perceptible duration of time"
instantaneousness,": done, occurring, or acting without any perceptible duration of time"
instanter,: at once
instantial,": of, relating to, constituting, or providing an instance"
instantly,: without the least delay : immediately
instantness,: an infinitesimal space of time
instar,: a stage in the life of an arthropod (such as an insect) between two successive molts
instate,: to set or establish in a rank or office : install
instatement,: installation
instauration,": restoration after decay, lapse, or dilapidation"
instaurator,: one that engages in instauration
instead,: as a substitute or equivalent
insteep,": steep, soak, imbrue"
instellation,: a setting among the stars
instep,: the arched middle portion of the human foot in front of the ankle joint
instigate,: to goad or urge forward : provoke
instigatingly,: in an instigating manner
instigation,: to goad or urge forward : provoke
instigative,: to goad or urge forward : provoke
instigator,: to goad or urge forward : provoke
instill,: to impart gradually
instillation,: to impart gradually
instiller,: to impart gradually
instillment,: to impart gradually
instinct,": a natural or inherent aptitude, impulse, or capacity"
instinctive,": of, relating to, or being instinct"
instinctively,": of, relating to, or being instinct"
instinctivist,: a person who views human behavior and social adaptation as the resultant of the interplay of various instinctive drives (as for survival) with environmental factors (as group relations)
instinctual,": a natural or inherent aptitude, impulse, or capacity"
institor,": a person (as the manager of a commercial or manufacturing business, a broker, factor, or commission agent) to whom the transaction of some business is committed as agent to such a degree as to bind the principal"
institorial,": a person (as the manager of a commercial or manufacturing business, a broker, factor, or commission agent) to whom the transaction of some business is committed as agent to such a degree as to bind the principal"
institute,: something that is instituted: such as
instituter,: something that is instituted: such as
institution,: an established organization or corporation (such as a bank or university) especially of a public character
institutional,: of or relating to an institution
institutionalism,: emphasis on organization (as in religion) at the expense of other factors
institutionalist,: emphasis on organization (as in religion) at the expense of other factors
institutionalization,: to make into an institution : give character of an institution to
institutionalize,: to make into an institution : give character of an institution to
institutionally,: of or relating to an institution
institutionary,: of or relating to institution in office
institutionize,: institutionalize sense 1
institutive,: tending to institute : concerned with or leading to the institution of something
institutor,: something that is instituted: such as
institutress,: a female institutor
institutrix,: a female institutor
instreaming,: streaming in : entering like flowing water
instrengthen,: to give an inner strength to : strengthen in body or spirit
instroke,: an inward stroke
instruct,": to give knowledge to : teach, train"
instructed,": to give knowledge to : teach, train"
instructible,: capable of being instructed or taught
instruction,: an outline or manual of technical procedure : directions
instructional,: an outline or manual of technical procedure : directions
instructive,: carrying a lesson : enlightening
instructively,: carrying a lesson : enlightening
instructiveness,: carrying a lesson : enlightening
instructor,: one that instructs : teacher
instructorship,: one that instructs : teacher
instructress,: a woman who is an instructor
instrument,: a device used to produce music
instrumental,": serving as a crucial means, agent, or tool"
instrumentalism,: a doctrine that ideas are instruments of action and that their usefulness determines their truth
instrumentalist,: a player on a musical instrument
instrumentality,: the quality or state of being instrumental
instrumentalize,": to render instrumental : direct, organize, adapt"
instrumentally,": serving as a crucial means, agent, or tool"
instrumentary,: of or relating to a legal instrument
instrumentate,: instrument sense 2
instrumentation,: the arrangement or composition of music for instruments especially for a band or orchestra
instrumentman,": a surveyor who operates a transit, level, or similar instrument"
insuavity,: lack of suavity : brusqueness
insubjection,: lack of subjection : a state of disobedience or opposition to authority (as of government)
insubmergible,: incapable of sinking
insubmersible,: incapable of sinking
insubmissive,: unwilling to submit
insubordinate,: disobedient to authority
insubordinately,: disobedient to authority
insubordination,: disobedient to authority
insubstantial,: not substantial: such as
insubstantiality,: not substantial: such as
insubvertible,: incapable of being overthrown or altered in course or orientation
insuccess,: lack of success : failure
insucken,: situated in or astricted to a sucken
insufferable,: not to be endured : intolerable
insufferableness,: not to be endured : intolerable
insufferably,: not to be endured : intolerable
insufficience,: insufficiency
insufficiency,: the quality or state of being insufficient: such as
insufficient,: not sufficient : inadequate
insufficiently,: not sufficient : inadequate
insufflate,": an act or the action of blowing on, into, or in: such as"
insufflation,": an act or the action of blowing on, into, or in: such as"
insufflator,": an act or the action of blowing on, into, or in: such as"
insula,: the lobe in the center of the cerebral hemisphere that is situated deeply between the lips of the sylvian fissure
insulant,: insulation sense 1
insular,: characteristic of an isolated people
insularism,: characteristic of an isolated people
insularity,: characteristic of an isolated people
insularize,: to form into or represent as an island
insularly,: characteristic of an isolated people
insulary,: islander
insulate,: to place in a detached situation : isolate
insulated,: to place in a detached situation : isolate
insulating,: to place in a detached situation : isolate
insulation,: material used in insulating
insulator,: one that insulates: such as
insulin,: a protein pancreatic hormone secreted by the beta cells of the islets of Langerhans that is essential especially for the metabolism of carbohydrates and the regulation of glucose levels in the blood and that when insufficiently produced results in diabetes mellitus
insulse,": tasteless, flat, stupid"
insulsity,": tasteless, flat, stupid"
insult,": to treat with insolence, indignity, or contempt : affront"
insultable,: capable of being insulted
insultation,: an act of insulting : contemptuous or insolent treatment : scornful exultation
insulter,": to treat with insolence, indignity, or contempt : affront"
insulting,: giving or intended to give offense : being or containing an insult (see insult entry 2 sense 1)
insultingly,: giving or intended to give offense : being or containing an insult (see insult entry 2 sense 1)
insultproof,: not susceptible to insult
insuperability,: the quality or state of being insuperable
insuperable,": incapable of being surmounted, overcome, passed over, or solved"
insuperably,": incapable of being surmounted, overcome, passed over, or solved"
insupportable,: not supportable:
insupportableness,: the quality or state of being insupportable
insupportably,: not supportable:
insupposable,: impossible to suppose : unbelievable
insuppressible,: irrepressible
insuppressive,: insuppressible
insurability,: that may be insured
insurable,: that may be insured
insurance,: coverage by contract whereby one party undertakes to indemnify or guarantee another against loss by a specified contingency or peril
insurant,: a person who takes out a policy of insurance
insure,: to provide or obtain insurance on or for
insured,: a person whose life or property is insured
insurer,: one that insures
insurge,: to become insurgent : behave insurgently
insurgence,: an act or the action of being insurgent : insurrection
insurgency,: insurgence
insurgent,: a person who revolts against civil authority or an established government
insurgescence,: tendency to make insurrection
insurmountable,: incapable of being surmounted : insuperable
insurmountably,: incapable of being surmounted : insuperable
insurrect,: to make or engage in insurrection
insurrection,: an act or instance of revolting against civil authority or an established government
insurrectional,: an act or instance of revolting against civil authority or an established government
insurrectionally,: in respect to insurrection : from an insurrectionary point of view
insurrectionary,: an act or instance of revolting against civil authority or an established government
insurrectionist,: an act or instance of revolting against civil authority or an established government
insurrectionize,: to cause (as a people) to be insurgent : make insurrection in (a country)
insusceptibility,: not susceptible
insusceptible,: not susceptible
insusceptibly,: not susceptible
inswarming,: entering in or like a swarm
insweeping,: moving sweepingly in
inswinger,: a bowled cricket ball that swerves in the air from off to leg  � compare outswinger
intact,": untouched especially by anything that harms or diminishes : entire, uninjured"
intactness,": untouched especially by anything that harms or diminishes : entire, uninjured"
intagliated,: engraved in or as if in intaglio
intaglio,: an engraving or incised figure in stone or other hard material depressed below the surface so that an impression from the design yields an image in relief
intagliotype,: a process for producing from a design drawn on a coated metal plate an intaglio plate for printing
intake,: an opening through which fluid enters an enclosure
intangibility,: not tangible : impalpable
intangible,: not tangible : impalpable
intangibleness,: not tangible : impalpable
intangibly,: not tangible : impalpable
intarsia,: a mosaic usually of wood fitted into a support
intarsist,: a person who works in intarsia
integer,": any of the natural numbers, the negatives of these numbers, or zero"
integrability,: capable of being integrated
integrable,: capable of being integrated
integral,: essential to completeness : constituent
integrality,: essential to completeness : constituent
integrally,: essential to completeness : constituent
integrand,: a mathematical expression to be integrated
integrant,: integral
integraph,: an instrument that draws mechanically the graph of an antiderivative of a given mathematical function
integrate,": to form, coordinate, or blend into a functioning or unified whole : unite"
integration,: the act or process or an instance of integrating
integrative,: serving to integrate or favoring integration : directed toward integration
integrator,: one that integrates something
integrity,: firm adherence to a code of especially moral or artistic values : incorruptibility
integrodifferential,: involving both mathematical integration and differentiation
integument,: something that covers or encloses
integumental,: of or relating to the integument
integumentary,": of or relating to an enveloping or external layer or covering (as of skin, hair, scales, feathers, or cuticle) of an organism or one of its parts"
intellect,: the power of knowing as distinguished from the power to feel and to will : the capacity for knowledge
intellection,: an act of the intellect : thought
intellective,": having, relating to, or belonging to the intellect : rational"
intellectively,": having, relating to, or belonging to the intellect : rational"
intellectual,: of or relating to the intellect or its use
intellectualism,: devotion to the exercise of intellect or to intellectual pursuits
intellectualist,: devotion to the exercise of intellect or to intellectual pursuits
intellectualistic,: devotion to the exercise of intellect or to intellectual pursuits
intellectuality,: of or relating to the intellect or its use
intellectualization,: to give rational form or content to
intellectualize,: to give rational form or content to
intellectualizer,: to give rational form or content to
intellectually,: of or relating to the intellect or its use
intellectualness,: of or relating to the intellect or its use
intelligence,: the ability to learn or understand or to deal with new or trying situations : reason
intelligenced,: having mental power : intelligent
intelligencer,: a secret agent : spy
intelligency,: intelligence
intelligent,: having or indicating a high or satisfactory degree of intelligence and mental capacity
intelligential,: having or indicating a high or satisfactory degree of intelligence and mental capacity
intelligently,: having or indicating a high or satisfactory degree of intelligence and mental capacity
intelligentsia,": intellectuals who form an artistic, social, or political vanguard or elite"
intelligibility,: capable of being understood or comprehended
intelligible,: capable of being understood or comprehended
intelligibleness,: capable of being understood or comprehended
intelligibly,: capable of being understood or comprehended
intemerate,": inviolate, pure, undefiled"
intemperance,: lack of moderation
intemperate,: not temperate
intemperately,: not temperate
intemperateness,: not temperate
intemperature,: distempered state : intemperance
intempestive,": untimely, inopportune"
intemporal,: transcending temporal relations : timeless
intemporally,: transcending temporal relations : timeless
intend,: to have in mind as a purpose or goal : plan
intendance,": management, superintendence"
intendancy,": the office, function, or employment of an intendant"
intendant,": an administrative official (such as a governor) especially under the French, Spanish, or Portuguese monarchies"
intended,: expected to be such in the future
intendedly,: expected to be such in the future
intendence,": attendance, attention"
intender,: to have in mind as a purpose or goal : plan
intending,": prospective, aspiring"
intendment,: the true meaning or intention especially of a law
intenerate,: to make tender : soften
inteneration,: to make tender : soften
intensate,: intensify
intense,: existing in an extreme degree
intensely,: existing in an extreme degree
intenseness,: existing in an extreme degree
intensification,: to become intense or more intensive : grow stronger or more acute
intensifier,: one that intensifies
intensify,: to become intense or more intensive : grow stronger or more acute
intension,: intensity
intensional,: intensity
intensionally,: intensity
intensity,: the quality or state of being intense
intensive,": of, relating to, or marked by intensity or intensification: such as"
intensively,": of, relating to, or marked by intensity or intensification: such as"
intensiveness,": of, relating to, or marked by intensity or intensification: such as"
intent,: a usually clearly formulated or planned intention : aim
intention,: what one intends to do or bring about
intentional,: done by intention or design : intended
intentionalism,: act psychology
intentionality,: done by intention or design : intended
intentionally,: in an intentional manner : with awareness of what one is doing : purposely
intentioned,: having intentions of a specified kind
intentionless,: being without intention
intentive,": attentive, intent"
intentively,": attentive, intent"
intentiveness,": attentive, intent"
intently,": in an intent or concentrated manner : with great effort, attention, or concentration"
intentness,: a usually clearly formulated or planned intention : aim
inter,: to deposit (a dead body) in the earth or in a tomb
interacademic,": among or between or common to schools, colleges, or universities"
interacinar,: situated between or among the acini of a gland
interacinous,: situated between or among the acini of a gland
interact,: to act upon one another
interaction,: mutual or reciprocal action or influence
interactional,: mutual or reciprocal action or influence
interactionism,": a theory that mind and body are distinct and interact causally upon one another  � compare double-aspect theory, psychophysical parallelism"
interactionist,: a proponent of interactionism
interactive,: mutually or reciprocally active
interactivity,: mutually or reciprocally active
interadaptation,: mutual adaptation
interagency,: occurring between or involving two or more agencies
interagent,: an intermediate agent : intermediary
interallied,": relating to, composed of, or involving allies"
interalveolar,: situated between alveoli especially of the lungs
interambulacral,: situated between ambulacra
interambulacrum,: one of the areas between two ambulacra in an echinoderm
interamnian,: situated between or enclosed by rivers
interanimate,: to animate mutually
interarticular,: situated between articulating surfaces
interassociation,: occurring between or involving two or more associations
interastral,: situated or occurring between or among stars
interatomic,: located or acting between atoms
interatrial,: situated between the atria of the heart
interaural,: situated between or connecting the ears
interauricular,: interatrial
interavailability,": of, relating to, or being one of two or more forms of public transportation that service the same route and that accept tickets issued by one another for that route"
interavailable,": of, relating to, or being one of two or more forms of public transportation that service the same route and that accept tickets issued by one another for that route"
interaxal,: lying between the axes
interaxial,: lying between the axes
interaxillary,: situated within or between the axils of leaves
interaxis,: the space between two axes (as of a building plan)
interbalance,: to balance mutually or reciprocally : achieve mutual balance among
interbanded,: deposited in alternating layers of different materials
interbank,: occurring between or involving two or more banks
interbedded,: to lie or settle in sedimentary layers between other existing layers
interblend,": to blend together : intermingle, commingle"
interbody,: performed between the bodies of two contiguous vertebrae
interbonding,: a bonding together
interborough,: occurring between or involving two or more boroughs
interbourse,: issued simultaneously in different countries
interbrain,: diencephalon
interbranch,: occurring between or involving two or more branches or divisions
interbreed,: to breed together: such as
intercalary,: inserted in a calendar
intercalate,": to insert (something, such as a day) in a calendar"
intercalation,": to insert (something, such as a day) in a calendar"
intercapillary,: situated between capillaries
intercardinal,: an intercardinal point of the compass
intercarotid,: carotid body
intercarpal,": situated between, occurring between, or connecting carpal bones"
intercartilaginous,: endochondral ossification
intercaste,: existing between or involving two or more castes
intercatenated,: chained or linked together
intercavernous,: situated between and connecting the cavernous sinuses behind and in front of the pituitary gland
intercede,: to intervene between parties with a view to reconciling differences : mediate
interceder,: to intervene between parties with a view to reconciling differences : mediate
intercellular,": relating to, involving, or occurring in the space between the cells of a multicellular organism or in the space between cells of closely associated unicellular microorganisms (such as bacteria)"
intercensal,: occurring between censuses
intercentral,: lying or extending between centers
intercentrum,: an element of the vertebral column alternating with the true centra of the vertebrae in several different classes of vertebrates
intercept,": to stop, seize, or interrupt in progress or course or before arrival"
intercepter,: one that intercepts
intercepting,": to stop, seize, or interrupt in progress or course or before arrival"
interception,: the action of intercepting
interceptive,: tending to intercept
interceptor,: one that intercepts
intercerebral,: situated or administered between the cerebral hemispheres
intercession,: the act of interceding
intercessional,: the act of interceding
intercessive,: intercessory
intercessor,: the act of interceding
intercessorial,: of or belonging to an intercessor
intercessory,: the act of interceding
interchange,: to put each of (two things) in the place of the other
interchangeability,: capable of being interchanged
interchangeable,: capable of being interchanged
interchangeableness,: capable of being interchanged
interchangeably,: capable of being interchanged
interchanger,: to put each of (two things) in the place of the other
interchapter,: an intervening or inserted chapter
interchurch,: existing between or involving two or more churches or their members
intercision,": a cutting off, through, or asunder : interruption, intersection"
intercitizenship,: citizenship or the right to civic privileges in different bodies politic at the same time
intercity,: occurring in or extending or operating between two or more cities
intercivic,: existing or taking place between or among fellow citizens
interclass,: occurring between or involving two or more classes (such as social or economic classes)
interclavicle,: a ventral median membrane bone in front of the sternum and between the clavicles in certain vertebrates (as the monotremes and most reptiles)
interclavicular,: situated between the clavicles
interclub,: occurring between or involving two or more clubs (such as sports clubs)
intercoastal,": occurring, extending, or operating between two or more sea coasts"
intercoccygeal,: lying between the segments of the coccyx
intercollege,: intercollegiate
intercollegiate,": existing, carried on, or participating in activities between colleges"
intercolline,: situated between hills
intercolonial,: occurring or existing between two or more colonies
intercolumn,: the space between two columns
intercolumnal,: existing between pillars
intercolumnar,: existing between pillars
intercolumniation,: the clear space between the columns of a series
intercom,: a two-way communication system with a microphone and loudspeaker at each station for localized use
intercommon,: to have dealings or association
intercommonage,: the practice or right of intercommoning
intercommunal,: occurring or existing between two or more communities
intercommune,: to have mutual communion or intercourse by conversation
intercommunicability,: the quality of being mutually communicable
intercommunicable,: capable of being mutually communicated
intercommunicate,: to exchange communication with one another
intercommunication,: to exchange communication with one another
intercommunicator,: an instrument for intercommunication
intercommunion,: interdenominational participation in communion
intercommunity,: occurring or existing between two or more communities
intercompany,: occurring or existing between two or more companies
intercomparable,: capable of being compared
intercompare,: to compare (members of a specified group or their qualities) with one another
intercomparison,: to compare (members of a specified group or their qualities) with one another
intercondenser,: one of the intermediate stages in a multistage steam-engine condenser
intercondylar,: situated between two condyles
intercondyloid,: intercondylar
interconfessional,": involving, supported by, or common to groups (as Anglicans and Eastern Orthodox) having different confessions of faith"
interconnect,: to connect with one another
interconnection,: to connect with one another
intercontinental,: extending among continents or carried on between continents
interconversion,: mutual conversion
interconvertibility,: mutual conversion
interconvertible,: mutual conversion
intercooler,: a device for cooling a fluid (such as air) between successive heat-generating processes
intercorporate,": existing between, involving, or belonging to two or more corporations"
intercorrelate,: to exhibit correlation with each other
intercorrelation,: correlation between the members of a group of variables and especially between independent variables
intercosmic,: situated between or among the planets or stars
intercosmically,: situated between or among the planets or stars
intercostal,: situated or extending between the ribs
intercostobrachial,: a branch of the second intercostal nerve that crosses the axilla and supplies the skin of the inner and back part of the upper half of the arm
intercounty,: occurring between or involving two or more counties
intercourse,: physical sexual contact between individuals that involves the genitalia of at least one person
intercranial,: situated or occurring within the cranium
intercreate,: to create jointly with another
intercrescence,: a growing together of tissues
intercrop,: to grow a crop in between (another)
intercross,: cross sense 8
intercrural,: situated or occurring between two crura
intercrystalline,: occurring or existing between the crystals or crystallites that make up a substance
intercrystallization,: the process of intercrystallizing
intercrystallize,: to crystallize together at the same time with resulting mutual inclusion so that each component retains through the mass its own crystallographic identity including crystallographic and optical orientation
intercultural,: occurring between or involving two or more cultures (see culture entry 1 sense 5b)
interculture,: the practice of simultaneously growing two or more crops on the same plot (as in alternate rows) : the practice of intercropping
intercurrent,: occurring during and modifying the course of another disease
interdenominational,: occurring between or among or common to different religious denominations
interdental,: situated or intended for use between the teeth
interdentally,: situated or intended for use between the teeth
interdentil,: the space between two dentils
interdepartmental,": existing, exchanged, or carried on between two or more departments (as of an organization) or their members"
interdepartmentally,": existing, exchanged, or carried on between two or more departments (as of an organization) or their members"
interdepend,: to depend upon one another : to be in a state of mutual dependence
interdependence,: the state of being dependent upon one another : mutual dependence
interdependency,: the state of being dependent upon one another : mutual dependence
interdependent,: dependent upon one another : mutually dependent
interdependently,: dependent upon one another : mutually dependent
interdetermination,: cause and effect operating among several factors : multiple causation
interdict,: a Roman Catholic ecclesiastical censure withdrawing most sacraments and Christian burial from a person or district
interdiction,: a Roman Catholic ecclesiastical censure withdrawing most sacraments and Christian burial from a person or district
interdictive,: a Roman Catholic ecclesiastical censure withdrawing most sacraments and Christian burial from a person or district
interdictor,: a Roman Catholic ecclesiastical censure withdrawing most sacraments and Christian burial from a person or district
interdictory,: a Roman Catholic ecclesiastical censure withdrawing most sacraments and Christian burial from a person or district
interdictum,": interdict, injunction"
interdiffuse,: the process of diffusing and mixing freely so as to approach a homogeneous mixture
interdiffusion,: the process of diffusing and mixing freely so as to approach a homogeneous mixture
interdigital,: occurring between digits
interdigitate,: to become interlocked like the fingers of folded hands
interdigitation,: to become interlocked like the fingers of folded hands
interdine,: to join in a common meal
interdistrict,: occurring between or involving two or more districts
interdome,: an open space between the inner and outer shells of a dome or cupola
interelectrode,: occurring between or involving two or more electrodes
interepidemic,: existing or occurring between epidemics
interepimeral,: situated between adjacent epimera
interessee,: a party to interest
interest,: a feeling that accompanies or causes special attention to something or someone : concern
interested,: having the attention engaged
interestedly,: having the attention engaged
interesting,: holding the attention : arousing interest
interestingly,: in an interesting manner
interestingness,: holding the attention : arousing interest
interestuarine,: lying between two estuaries
interface,: the place at which independent and often unrelated systems meet and act on or communicate with each other
interfacial,: the place at which independent and often unrelated systems meet and act on or communicate with each other
interfactional,: existing between factions
interfamily,: existing or occurring between families
interfascicular,: cambium located between vascular bundles  � compare fascicular cambium
interfemoral,: situated or performed between the thighs : intercrural
interfenestral,: situated between windows
interfenestration,: width of pier between two windows
interferant,: the holder of or an applicant for a patent that conflicts with a patent granted earlier
interfere,: to enter into or take a part in the concerns of others
interference,: the act or process of interfering
interferential,: the act or process of interfering
interferer,: to enter into or take a part in the concerns of others
interfering,: to enter into or take a part in the concerns of others
interferometer,: an apparatus that utilizes the interference of waves (as of light) for precise determinations (as of distance or wavelength)
interferometry,: an apparatus that utilizes the interference of waves (as of light) for precise determinations (as of distance or wavelength)
interfertile,: capable of interbreeding
interfertility,: capable of interbreeding
interfibrillar,: situated between fibrils
interfibrillary,: situated between fibrils
interfilamentary,: existing between filaments
interfinger,": to intergrade through a series of interlocking or overlapping wedge-shaped layers : interpenetrate, interdigitate"
interflow,: a flowing into one another : a mixing together
interfluence,: interflow
interfluent,: flowing between or among : passing into one another as if by a natural flow : intermingling
interfluminal,: interfluvial
interfluous,: interfluent
interfluve,: the area between adjacent streams flowing in the same direction
interfluvial,: existing or occurring between streams
interfold,: to fold (something) together : to fold (something) within another fold
interfoliaceous,: borne between the leaves
interfoliar,: borne between the leaves
interfoliate,: interleave
interfollicular,: situated between follicles
interfraternity,: occurring between or involving two or more fraternities
interfret,: the interaction between two wind currents of different velocities or directions producing a wave motion of the air often of great amplitude and frequently creating special cloud effects (as mackerel sky or billow clouds)
interfrontal,: lying between the frontal bones
interfruitful,: capable of reciprocal cross-pollination
interfuse,: to combine by fusing : blend
interfusion,: to combine by fusing : blend
interganglionic,: situated between ganglia
intergeneration,: existing or occurring between generations : intergenerational
interglacial,: a warm period between glacial epochs
interglobular,: resulting from or situated in an area of faulty dentin formation
interglyph,: the space between glyphs
intergovernmental,: existing or occurring between two or more governments or levels of government
intergradation,: the condition of an individual or population that intergrades
intergrade,: to merge gradually one with another through a continuous series of intermediate forms
intergraft,: to unite or become united by grafting
intergranular,: existing or occurring between grains or granules
intergrave,: to grave or carve between : engrave in alternate parts
intergrow,: to grow among each other : grow intermixed : exhibit intergrowth
intergrown,: characterized by intergrowth
intergrowth,: a growing between or together
interhemal,: lying between the hemal arches or hemal spines
interhemispheric,: lying or occurring between the cerebral hemispheres
interhuman,: existing or occurring between human beings
interim,: an intervening time : interval
interimistic,: of or relating to an interim : falling in or designed for an interim : provisional
interimperial,: carried on between or concerning empires or parts of an empire
interindividual,: taking place between or involving individuals
interinfluence,: reciprocal influence
interinsular,: existing or occurring between islands
interinsurance,: reciprocal insurance
interinsurer,: an underwriter of reciprocal insurance
interionic,: located or acting between ions
interior,": lying, occurring, or functioning within the limiting boundaries : inner"
interiority,: interior quality or character
interiorize,: to make interior
interiorly,": lying, occurring, or functioning within the limiting boundaries : inner"
interiorness,: the quality or state of being interior
interisland,": existing, occurring, or operating between islands"
interjacency,: the state of being interjacent : intervention
interjacent,": lying or being between or among others : intervening, interpolated"
interjaculate,: to ejaculate parenthetically
interjaculatory,: thrown in : interspersed parenthetically
interject,: to throw in between or among other things : interpolate
interjection,: an ejaculatory utterance usually lacking grammatical connection: such as
interjectional,": of, relating to, or constituting an interjection : ejaculatory"
interjectionalize,: to make or turn into an interjection
interjectionally,": of, relating to, or constituting an interjection : ejaculatory"
interjectionary,": interjectory, interjectional"
interjector,: to throw in between or among other things : interpolate
interjectorily,: in an interjectory manner
interjectory,: to throw in between or among other things : interpolate
interjectural,: interjectional
interjoin,: to join mutually : interconnect
interjunction,: a joining of two or more things
