word,meaning
Xenopterygii,: an order of bony fishes that is coextensive with the family Gobiesocidae
Xenopus,: a genus of African aquatic frogs including one (X. laevis) formerly used in a test for pregnancy
Xenorhynchus,: a genus of East Indian and Australian storks
Xenos,: a genus of strepsipterons that are parasites of various wasps
Xenosauridae,: a monotypic family of slender-bodied Mexican lizards that is held to be intermediate between Iguanidae and Anguidae and comprises forms with the upper surface covered with minute granules and tubercles
xenotime,": a mineral YPO4 that is a phosphate of yttrium occurring in usually brown or yellow tetragonal crystals and rolled grains and that often also contains thorium, erbium, cerium, or other elements (hardness 4�5, specific gravity 4.45�4.56)"
xenyl,: a univalent radical C6H5C6H4− derived from biphenyl; biphenyl-yl
xerafin,: a silver coin current in Portuguese India before the 19th century and worth 300 to 360 reis
xeranthemum,": a genus of annual densely tomentose herbs (family Compositae) native to southern Europe, containing one of the most widely cultivated everlastings (X. annuum), and having solitary chaffy or silvery flower heads with purplish tubular flowers"
xerarch,": developing in a dry place  � compare hydrarch, mesarch"
Xeres,"city northeast of C�diz in southwestern Spain population 211,784"
xeric,": characterized by, relating to, or requiring only a small amount of moisture"
xeroderma,: a genetic disorder inherited as a recessive autosomal trait that is caused by a defect in mechanisms that repair DNA mutations (such as those caused by ultraviolet light) and is characterized by the development of pigment abnormalities and multiple skin cancers in areas exposed to the sun
xerogel,: a solid formed from a gel by drying with unhindered shrinkage  � compare aerogel
xerography,: a process for copying graphic matter by the action of light on an electrically charged photoconductive insulating surface in which the latent image is developed with a resinous powder (such as toner)
xeromorph,: a plant with typical xerophytic morphology
xeromorphic,": of, relating to, or being a xeromorph"
xeromorphous,": of, relating to, or being a xeromorph"
xeromorphy,: a plant with typical xerophytic morphology
xerophagia,": the strictest Christian fast which is observed chiefly in the Eastern churches during Lent or especially Holy Week and in which only bread, salt, water, and vegetables may be eaten and meat, fish, milk, cheese, butter, oil, wine, and all seasonings or spices are excluded"
xerophagy,": the strictest Christian fast which is observed chiefly in the Eastern churches during Lent or especially Holy Week and in which only bread, salt, water, and vegetables may be eaten and meat, fish, milk, cheese, butter, oil, wine, and all seasonings or spices are excluded"
xerophile,: thriving in or tolerant or characteristic of a xeric environment
xerophilous,: thriving in or tolerant or characteristic of a xeric environment
xerophobous,: having little capacity to resist drought
xerophthalmia,: a dry thickened lusterless condition of the eyeball resulting especially from a severe systemic deficiency of vitamin A
Xerophyllum,": a small genus of tall North American herbs (family Liliaceae) having thick woody rootstocks, simple stems with rough-edged linear leaves, and small white flowers in a dense terminal raceme  � see sour grass, squaw grass"
xerophyte,: a plant adapted for life and growth with a limited water supply
xerophytic,: a plant adapted for life and growth with a limited water supply
xerophytism,: the quality or state of being xerophytic
xeroprinting,: an application of xerography to the mass production of graphic images in which the image plate is fixed to a cylinder and automatically charged and powdered for repeated electrostatic transfer of an image to machine-fed paper
xerosis,: abnormal dryness of a body part or tissue (as the skin or conjunctiva)
xerostomia,: abnormal dryness of the mouth due to insufficient secretions
xerotherm,: a plant that thrives in a hot dry environment
Xerus,: a genus of coarse-haired long-tailed African ground squirrels that somewhat resemble prairie dogs in habits
xi,: the 14th letter of the Greek alphabet  � see Alphabet Table
Ximenia,": a small genus of widely distributed tropical shrubs or trees (family Olacaceae) having alternate leaves, a persistent calyx, bearded petals, and drupaceous fruit  � see false sandalwood, sour plum sense 2"
Xinca,: an Indian people of southeastern Guatemala
Xiphias,: a genus (the type of the family Xiphiidae) of large scombroid fishes comprising the common swordfish
xiphias,: a genus (the type of the family Xiphiidae) of large scombroid fishes comprising the common swordfish
xiphihumeralis,: a muscle in some mammals that extends from the xiphoid cartilage to the proximal end of the humerus
xiphioid,: resembling or related to the genus Xiphias
xiphiplastra,: the posterior and fourth lateral plate in the plastron of a turtle
xiphiplastral,: of or relating to the xiphiplastron
xiphiplastron,: the posterior and fourth lateral plate in the plastron of a turtle
xiphisterna,: xiphoid process
xiphisternal,: of or relating to the xiphisternum
xiphisternum,: xiphoid process
xiphocostal,": of, relating to, or connecting the xiphoid process and the ribs"
Xiphodon,: a genus of small two-toed artiodactyls (suborder Tylopoda) from the Eocene of Europe (the type of the family Xiphodontidae)
xiphoid,: xiphoid process
xiphopagus,: congenitally joined twins united at the xiphoid process
xiphophyllous,: having sword-shaped leaves
Xiphosura,: an order of arthropods comprising the horseshoe crabs and extinct related forms and usually including only the two recent genera Limulus (synonym Xiphosurus) with representatives along the American coast of the Atlantic and Tachypleus with species along the Asiatic coast of the Pacific
xiphosuran,: an order of arthropods comprising the horseshoe crabs and extinct related forms and usually including only the two recent genera Limulus (synonym Xiphosurus) with representatives along the American coast of the Atlantic and Tachypleus with species along the Asiatic coast of the Pacific
xiphosure,: an order of arthropods comprising the horseshoe crabs and extinct related forms and usually including only the two recent genera Limulus (synonym Xiphosurus) with representatives along the American coast of the Atlantic and Tachypleus with species along the Asiatic coast of the Pacific
xiphosurous,: an order of arthropods comprising the horseshoe crabs and extinct related forms and usually including only the two recent genera Limulus (synonym Xiphosurus) with representatives along the American coast of the Atlantic and Tachypleus with species along the Asiatic coast of the Pacific
Xiphydriidae,: a small family of horntails comprising the wood wasps and characterized by a thorax humped in front resembling a neck
Xmas,: christmas
xoana,: a primitive image of wood sometimes recalling in shape the block or tree-trunk from which it was cut
xoanon,: a primitive image of wood sometimes recalling in shape the block or tree-trunk from which it was cut
xurel,: big-eyed scad
xylan,: a yellow gummy pentosan that yields xylose on hydrolysis and is abundantly present in plant cell walls and woody tissue
Xylaria,: the type genus of Xylariaceae comprising fungi with perithecia borne in the upper part of erect black corky or woody stromata  � see black root rot
Xylariaceae,: a family of ascomycetous fungi (order Sphaeriales) characterized by dark brown to black usually nonseptate ascospores and conidia borne superficially on the stroma
Xyleborus,: a large genus of small ambrosia beetles
xylem,": a complex tissue in the vascular system of higher plants that consists of vessels, tracheids, or both usually together with wood fibers and parenchyma cells, functions chiefly in conduction of water and dissolved minerals but also in support and food storage, and typically constitutes the woody element (as of a plant stem)  � compare phloem"
xylene,: any of three toxic flammable oily isomeric aromatic hydrocarbons C8H10 that are di-methyl homologues of benzene and are usually obtained from petroleum or natural gas distillates
xylenol,": any of six crystalline isomeric phenols C8H10O or a mixture of them derived from the xylenes, found in coal tar, and used chiefly as disinfectants and in making phenolic resins  � compare chloroxylenol"
xylenyl,:  xylyl
Xylia,": a genus of Asiatic trees (family Leguminosae) having globose heads of small greenish flowers succeeded by falcate compressed pods  � see acle, pyinkado"
xylic,: any of six isomeric crystalline carboxylic acids (CH3)2C6H3COOH derived from xylene; dimethyl-benzoic acid
xylidine,: any or a mixture of six toxic liquid or low-melting crystalline isomeric amino derivatives C8H11N of the xylenes used chiefly as intermediates for azo dyes and in organic synthesis
xylindein,: a yellow to brown crystalline compound C34H26O11 produced by a fungus (Peziza aeruginosa) in green-rotted wood that dyes wool and cotton green
xylitol,": a crystalline alcohol C5H12O5 that is a derivative of xylose, is obtained especially from birch bark, and is used as a sweetener"
xylobalsamum,: the dried twigs or fragrant wood of a balm of Gilead (Commiphora meccanensis)
Xylocopa,: a genus of carpenter bees that is the type of the family Xylocopidae
Xylocopidae,: a family that comprises hairy stout usually large chiefly tropical bees which excavate nest galleries in dry wood or pithy stems and that is sometimes made a subfamily of Apidae
xyloglyphy,: artistic wood carving
xylograph,: the art of making engravings on wood especially for printing
xylographer,: the art of making engravings on wood especially for printing
xylographic,: the art of making engravings on wood especially for printing
xylographical,: the art of making engravings on wood especially for printing
xylography,: the art of making engravings on wood especially for printing
xyloid,": resembling wood : having the qualities or nature of wood : woody, ligneous"
xylol,: xylene
xylology,: a branch of dendrology dealing with the gross and the minute structure of wood
xylomancy,: divination by means of pieces of wood
xylometer,: an instrument used to determine specific gravity of wood
xylon,: one having (such) wood�in generic names
xylonic,: an acid C4H5(OH)4COOH obtained as a syrup by oxidizing xylose
Xylonite,: celluloid sense 1
Xylophaga,: a genus of marine bivalve mollusks (family Pholadidae) that bore holes in wood
Xylophagidae,: a family of dipterous flies whose predaceous larvae frequently live in decayed wood
xylophagous,: feeding on or in wood
xylophilous,: attracted to wood : growing or living in or on wood
xylophone,": a percussion instrument consisting of a series of wooden bars graduated in length to produce the musical scale, supported on belts of straw or felt, and sounded by striking with two small wooden hammers"
xylophonic,: relating to or sounding like a xylophone
xylophonist,": a percussion instrument consisting of a series of wooden bars graduated in length to produce the musical scale, supported on belts of straw or felt, and sounded by striking with two small wooden hammers"
Xylopia,": a large genus of chiefly tropical American trees or shrubs (family Annonaceae) with coriaceous often distichous leaves, rather large flowers, aromatic berries, and usually bitter wood  � see embira, guinea pepper"
xylopyrography,: pyrography upon wood
xyloquinone,: any of several yellow crystalline compounds (CH3)2C6H2O2 obtained in general by oxidation of xylidines or xylenols; dimethyl-benzoquinone
xylose,: a crystalline aldose sugar C5H10O5 that is not fermentable with ordinary yeasts and occurs especially as a constituent of xylans from which it is obtained by hydrolysis
xyloside,: a glycoside that yields xylose on hydrolysis
Xylosma,: a genus of American and Asiatic usually evergreen trees and shrubs (family Flacourtiaceae) with axillary thorns and fine-textured woods
xylostroma,: the closely felted sterile mycelium of various wood-destroying fungi formerly believed to represent a distinct genus
xylostromata,: the closely felted sterile mycelium of various wood-destroying fungi formerly believed to represent a distinct genus
xylostromatoid,: the closely felted sterile mycelium of various wood-destroying fungi formerly believed to represent a distinct genus
xylotile,": a mineral approximately (Mg,Fe)3Fe2Si7O20.11H2O that is a hydrous iron magnesium silicate, occurs in delicately fibrous forms, and is derived from alteration of asbestos or chrysolite"
xylotomist,: one skilled in xylotomy
xylotomous,: capable of boring or cutting wood
xylotomy,: the art of preparing sections of wood (as by means of a microtome) for microscopic examination
Xylotrya,: a genus of marine bivalves that is closely related to and often included in Teredo and comprises forms as destructive to timber
xylotypographic,: of or relating to wooden type : printed from wooden type or from wood blocks
xylotypography,: of or relating to wooden type : printed from wooden type or from wood blocks
xylyl,: any of several isomeric monovalent radicals C8H9 derived from the three xylenes by removal of a hydrogen atom
xylylene,: any of several isomeric bivalent radicals C8H8 derived from the three xylenes by removal of one hydrogen atom from each of two carbon atoms
xyphoid,: xiphoid
Xyridaceae,: a family of herbs (order Xyridales) with basal equitant usually distichous leaves and leafless scapes bearing flowers in dense heads in the axils of imbricated scales  � see xyris
xyridaceous,: a family of herbs (order Xyridales) with basal equitant usually distichous leaves and leafless scapes bearing flowers in dense heads in the axils of imbricated scales  � see xyris
Xyridales,": an order of monocotyledonous herbs having flowers mostly with regular corolla and compound superior ovary  � see bromeliaceae, commelinaceae, xyridaceae"
Xyris,": a large genus (the type of the family Xyridaceae) of chiefly American marsh plants having mostly yellow flowers with three sepals of which the two lateral are small, keeled, and persistent and the other is membranous and spreading  � see yellow-eyed grass"
xyst,: xystus
xysti,: a long and open portico used especially by ancient Greeks or Romans for athletic exercises in wintry or stormy weather
xystum,: xystus
xystus,: a long and open portico used especially by ancient Greeks or Romans for athletic exercises in wintry or stormy weather
Y,: the 25th letter of the English alphabet
y,: the 25th letter of the English alphabet
ya,young adult
yaba,: angelim
yabber,": talk, jabber"
yabbi,:  tasmanian wolf
yabby,": any of various burrowing Australian crayfishes (genus Cherax, especially C. destructor) that are used for food"
yacal,: any of several hard heavy durable yellowish brown woods obtained from trees of the family Dipterocarpaceae chiefly in the Philippines  � compare lauan
yacca,: any of several chiefly West Indian trees of the genus Podocarpus (such as P. coriaceus and P. purdianus)
yacht,: any of various recreational watercraft: such as
yachting,": the action, fact, or pastime of racing or cruising in a yacht"
yachtsman,: a person who owns or sails a yacht
yachty,: resembling or befitting a yacht
yad,: a pointer tapering into the shape of a closed hand with extended index finger used as a guide for the reader of the scrolls of the Law in a synagogue
yade,: a pointer tapering into the shape of a closed hand with extended index finger used as a guide for the reader of the scrolls of the Law in a synagogue
yaff,": bark, yelp, yap"
yaffingale,: green woodpecker
yaffle,: green woodpecker
yagi,: a highly directional and selective shortwave antenna consisting of a horizontal conductor of one or two dipoles connected with the receiver or transmitter and of a set of nearly equal insulated dipoles parallel to and on a level with the horizontal conductor
Yagua,: a Puerto Rican palm (Roystonea borinqueana) that resembles the royal palm
yagua,: a Puerto Rican palm (Roystonea borinqueana) that resembles the royal palm
yaguaza,: West Indian whistling-duck
yah,:  yahweh
Yahgan,: a nomadic hunting and fishing people of Tierra del Fuego
Yahoo,: a member of a race of brutes in Swift's Gulliver's Travels who have the form and all the vices of humans
yahoo,: a member of a race of brutes in Swift's Gulliver's Travels who have the form and all the vices of humans
Yahooism,: a member of a race of brutes in Swift's Gulliver's Travels who have the form and all the vices of humans
Yahweh,: god sense 1a
Yahwism,: the worship of Yahweh among the ancient Hebrews
Yahwist,": the author of the Yahwistic or J passages of the Old Testament which refer to God as Yahweh and which are believed to have emanated from Judah, the southern kingdom of the ancient Israelites"
Yahwistic,: characterized by the use of Yahweh as the name of God
yair,: an enclosure for catching salmon as the tide ebbs
yaje,: ayahuasca
yak,: a large long-haired wild or domesticated ox (Bos grunniens synonym B. mutus) of Tibet and adjacent elevated parts of central Asia
Yaka,: a member of a Bantu people near the mouth of the Congo River widely known for their carved masks
yakamik,: trumpeter sense 3a
Yakan,": a member of a Moro people inhabiting the interior of Basilan Island, Philippines"
Yakima,river 200 miles (322 kilometers) long in southern Washington flowing southeast into the Columbia River
yakin,: takin
yakka,": work, labor"
Yakonan,": a language family of the Penutian stock in Oregon consisting of Alsea, Siuslaw, and Yaquina"
Yakut,": a Turkic people of northeastern Siberia living mainly in the Lena river basin and practicing herding, crafts, and trading and in the south some agriculture"
Yakutat,": a Tlingit people occupying the area about Yakutat Bay, Alaska"
Yale,Elihu 1649�1721 English (American-born) colonial administrator
yale,Elihu 1649�1721 English (American-born) colonial administrator
yam,: the edible starchy tuberous root of various plants (genus Dioscorea of the family Dioscoreaceae) used as a staple food in tropical areas
Yamacraw,:  yamasee
yamamai,: a large Japanese silkworm (Antheraea yamamai) whose larva feeds on the oak and furnishes excellent silk
yamanai,: a Burmese tree (Gmelina arborea) the hard wood of which is used for making clogs
Yamassee,: an Indian of a Muskogean people of the lower Savannah and the coast of Georgia driven to Florida after defeat by the whites in 1716 and finally incorporated with the Creeks and Seminoles
Yamato,": a Japanese of the principal racial stock of Japan that is of ancient origin, has possibly Alpine characteristics, and is supposed to have entered Japan from the mainland in the protohistoric period  � compare ainu"
Yamel,": a Kalapooian people of the Yamhill river valley, northwestern Oregon"
yamen,: the headquarters or residence of a Chinese government official or department
yammer,: to utter repeated cries of distress or sorrow
yamp,: either of two western North American plants of the genus Carum (C. gairdneri and C. kelloggii) with fleshy edible roots
yampa,river 250 miles (400 kilometers) long in northwestern Colorado flowing west into the Green River in Dinosaur National Monument
Yana,river of northern Russia in Asia flowing north into the Laptev Sea
Yanan,: a language family of the Hokan stock comprising Yahi and Yana
yang,": the masculine active principle in nature that in Chinese cosmology is exhibited in light, heat, or dryness and that combines with yin to produce all that comes to be"
yangtao,:  chinese gooseberry
yank,: to pull on something with a quick vigorous movement
Yankee,: a native or inhabitant of New England
Yankeedom,: a native or inhabitant of New England
Yankeefy,: to cause to become like a Yankee
Yankeeism,: a native or inhabitant of New England
Yankeeize,:  yankeefy
Yankeeland,: the region inhabited by Yankees
yanking,: to pull on something with a quick vigorous movement
Yankton,: a member of a Dakota people of the upper Midwestern United States
Yanktonai,: a member of a Dakota people of the upper Midwestern United States
Yannigan,: a member of a scrub team in baseball
Yao,": an aboriginal people inhabiting chiefly mountainous parts of southwestern China, northern Thailand, Laos, and Tonkin"
yap,: to talk in a shrill insistent way : chatter
Yapman,:  yapese
yapok,: an aquatic opossum (Chironectes minimus) of South America
yapp,: divinity circuit binding
yapped,: to talk in a shrill insistent way : chatter
yapper,: to talk in a shrill insistent way : chatter
yapping,: to talk in a shrill insistent way : chatter
yappingly,: in a yapping manner
yappy,: given to yapping
Yaqui,": a member of an American Indian people of Sonora, Mexico"
Yaquina,: an Indian people of the Pacific coast of Oregon
yar,: set for action : ready
yarak,: good flying condition : fettle
yaray,: any of several slender Puerto Rican fan palms (especially Sabal causiarum) the leaves of which are widely used in making hats
Yarborough,: a hand in bridge or whist containing no ace and no card higher than a nine
yard,: a small usually walled and often paved area open to the sky and adjacent to a building : court
yardage,: the use of a livestock enclosure for animals in transit provided by a railroad at a station
yardang,: a sharp-crested ridge carved by wind erosion from soft but coherent deposits (as clayey sand)
yardarm,: either end of the yard of a square-rigged ship
yarder,: one that is a specified number of yards in length
yarding,: a small usually walled and often paved area open to the sky and adjacent to a building : court
yardland,: virgate
yardman,: a person employed to do outdoor work (such as mowing lawns)
yardmaster,: the person in charge of operations in a railroad yard
yardstick,: a graduated measuring stick three feet (0.9144 meter) long
yardwand,: yardstick
yare,: set for action : ready
yareta,: any of several densely cushioned resinous Andean herbs of the genera Azorella and Laretia (family Umbelliferae) commonly used as fuel
Yarkand,river in Kashmir and China flowing from the Karakoram Range north and west to join the Hotan River in Xinjiang Uygur forming the Tarim River
yarke,: saki
yarm,": to utter a discordant cry : shriek, wail"
yarn,: a continuous often plied strand composed of either natural or man-made fibers or filaments and used in weaving and knitting to form cloth
yarner,: a continuous often plied strand composed of either natural or man-made fibers or filaments and used in weaving and knitting to form cloth
yarpha,: peat bog
yarr,: corn spurrey
yarran,: a rather small Australian acacia (Acacia homalophylla) that is a minor fodder tree and an important source of firewood and fence posts
yarrow,: a widely naturalized strong-scented Eurasian composite herb (Achillea millefolium) with finely dissected leaves and small usually white corymbose flowers
Yarura,: an Indian people of the state of Apure in Venezuela
Yaruro,: an Indian people of the state of Apure in Venezuela
yashmak,: a veil worn by Muslim women that is wrapped around the upper and lower parts of the face so that only the eyes remain exposed to public view
Yasht,: one of the hymns to angels or lesser divinities forming part of the Avesta
yat,1866�1925 originally Sun Wen or Sun Chung-shan Chinese statesman
yataghan,: a long knife or short saber that lacks a guard for the hand at the juncture of blade and hilt and that usually has a double curve to the edge and a nearly straight back
yatalite,": a pegmatoid rock composed of amphibole which is poikilitic with magnetite and sphene and may also contain minor amounts of apatite, microcline, and albite"
yate,: any of various eucalypts (as Eucalyptus cornuta and E. occidentalis)
yatter,: idle talk : chatter
yaud,: mare
yauld,: vigorous sense 2
yaupon,: a holly (Ilex vomitoria) of the southeastern U.S. that has smooth elliptical leaves with emetic and purgative properties
yautia,": any of several aroid plants (genus Xanthosoma, especially X. sagittifolium) chiefly of tropical America with starchy edible shaggy brown tubers that are cooked and eaten like yams or potatoes"
Yavapai,: an Indian people of central Arizona
yaw,: the action of yawing
yawl,: a ship's small boat : jolly boat
yawmeter,: an instrument for measuring the angle of yaw of an airplane : a sideslip indicator
yawn,: to open wide : gape
yawner,: one that yawns
yawnful,: inspiring yawns
yawnfully,: inspiring yawns
yawning,: wide open : cavernous
yawningly,: wide open : cavernous
yawny,: full of or inspiring yawns : soporific
yawp,: to make a raucous noise : squawk
yawper,: to make a raucous noise : squawk
yawroot,: queen's-delight
yaws,: a contagious tropical disease especially of children caused by a spirochete (Treponema pertenue) closely resembling the causative agent of syphilis and marked by infectious ulcerative skin lesions with later bone involvement
yawweed,: redgal
yaxche,: silk-cotton tree
yaya,: any of several tropical American trees: such as
Yazoo,river 189 miles (304 kilometers) long in Mississippi flowing southwest into the Mississippi River
yday,yesterday
ye,: you sense 1
yea,: yes
yeah,: yes
yean,: to bring forth young
yeanling,": lamb, kid sense 2a"
year,: the period of about 3651/4 solar days required for one revolution of the earth around the sun
yeara,: poison oak sense b
yearbook,: a book published yearly as a report or summary of statistics or facts : annual
yearday,: leap day
yearling,: one that is a year old: such as
yearlong,: lasting through a year
yearly,: reckoned by the year
yearn,": to long persistently, wistfully, or sadly"
yearnful,: full of yearning : mournful
yearning,: a tender or urgent longing
yeast,": a yellowish surface froth or sediment that occurs especially in saccharine liquids (such as fruit juices) in which it promotes alcoholic fermentation, consists largely of cells of a fungus (such as the saccharomyces, Saccharomyces cerevisiae), and is used especially in the making of alcoholic liquors and as a leaven in baking"
yeastily,: in a yeasty manner
yeastiness,": of, relating to, or resembling yeast"
yeasting,": a yellowish surface froth or sediment that occurs especially in saccharine liquids (such as fruit juices) in which it promotes alcoholic fermentation, consists largely of cells of a fungus (such as the saccharomyces, Saccharomyces cerevisiae), and is used especially in the making of alcoholic liquors and as a leaven in baking"
yeastlike,": a yellowish surface froth or sediment that occurs especially in saccharine liquids (such as fruit juices) in which it promotes alcoholic fermentation, consists largely of cells of a fungus (such as the saccharomyces, Saccharomyces cerevisiae), and is used especially in the making of alcoholic liquors and as a leaven in baking"
yeasty,": of, relating to, or resembling yeast"
yede,": go, proceed"
yeelaman,:  heileman
yegg,: safecracker
yeldrock,: yellowhammer
yell,": to utter a loud cry, scream, or shout"
yeller,": to utter a loud cry, scream, or shout"
yelling,": to utter a loud cry, scream, or shout"
yellow,: of the color yellow
yellowback,: gold certificate
yellowbelly,: pumpkinseed sense 1
yellowberry,: buckthorn berries
yellowbill,: scoter
yellowbird,: any of various American goldfinches
yellowcrown,: myrtle warbler
yellowfin,: a nearly cosmopolitan tuna (Thunnus albacares) with yellowish fins
yellowfish,:  atka mackerel
yellowhammer,: a common Palearctic finch (Emberiza citrinella of the family Emberizidae) having the male largely yellow and chestnut
yellowhead,: bush canary
yellowing,: of the color yellow
yellowish,: of the color yellow
Yellowknife,"city in western Canada on Great Slave Lake population 18,700"
yellowlegs,: either of two American shorebirds of the sandpiper family with yellow legs:
yellowly,: with a yellow light or color
yellowness,: the quality or state of being yellow
yellowroot,: any of several plants with yellow roots: such as
yellowrump,": a North American wood warbler (Dendroica coronata) of which the adult male is grayish streaked with black above and largely white below with a yellow patch on the crown, rump, and each side of the breast."
yellows,: of the color yellow
yellowseed,: field cress
yellowshank,: yellowlegs
yellowshanks,: yellowlegs
yellowshins,: yellowlegs
yellowtail,: any of various fishes having a yellow or yellowish tail: such as
yellowthroat,: any of several largely olive American warblers (genus Geothlypis)
yellowtop,: any of several goldenrods
yellowware,: pottery made from buff clay and covered with a yellowish transparent clay
yellowweed,: sneezeweed sense 1
yellowwood,: any of various trees having yellowish wood or yielding a yellow extract
yellowwort,: a European yellow-flowered bitter herb (Chlora perfoliata) of the family Gentianaceae that is sometimes used as a tonic
yellowy,: yellowish
yelm,: a bundle of combed straw for thatching
yelp,: a sharp shrill bark or cry (as of a dog or turkey)
yelper,: one that yelps
Yemen,"country in southern Arabia bordering on the Red Sea and the Gulf of Aden capital Sanaa area 203,850 square miles (527,968 square kilometers), population 28,667,000"
Yemeni,"country in southern Arabia bordering on the Red Sea and the Gulf of Aden capital Sanaa area 203,850 square miles (527,968 square kilometers), population 28,667,000"
Yemenite,"country in southern Arabia bordering on the Red Sea and the Gulf of Aden capital Sanaa area 203,850 square miles (527,968 square kilometers), population 28,667,000"
yen,the basic monetary unit of Japan  � see Money Table
yeni,": a showy tanager (Calospiza chilensis synonym C. yeni) of eastern Ecuador, Bolivia, and Peru"
Yenisei,: the Uralic language of the Yeniseian people
Yeniseian,: a member of one of a group of peoples in the Yenisei river country including the Sagai
yeo,yeomanry
yeoman,: an attendant or officer in a royal or noble household
yeomanette,: a woman serving as a yeoman in the U.S. naval reserve force during and immediately after World War I
yeomanly,: in a manner befitting a yeoman : bravely
yeomanry,: the body of yeomen
yep,: yes
yer,erbium
Yerava,: one of a people in Kanatarka in southern India
yerba,: mat�
yercum,: mudar
yerk,: to beat vigorously : thrash
yes,: an affirmative reply : yea
Yeshiva,: a school for talmudic study
yeso,: gypsum
yest,yesterday
yester,: of or relating to yesterday
yesterday,: on the day last past : on the day preceding today
yestereve,: on the evening of yesterday
yestereven,: on the evening of yesterday
yesterevening,: on the evening of yesterday
yestermorn,: on the morning of yesterday
yestermorning,: on the morning of yesterday
yestern,: yester
yesternight,: on the night last past
yesteryear,: last year
yestreen,: last evening or night
yesty,yesterday
yet,: in addition : besides
yetapa,: a fork-tailed flycatcher (genus Gubernetes) of southern Brazil and Argentina
yetlin,: a usually cast-iron pot
yeuk,: itch
yeuky,: itchy
yew,": any of a genus (Taxus of the family Taxaceae, the yew family) of evergreen gymnospermous trees and shrubs with stiff linear leaves and seeds surrounded by a fleshy red aril: such as"
yez,: you
Yezidi,": a member of a syncretistic religious sect inhabiting a small area in Iraq, Syria, and Soviet Armenia, comprising several Kurdish-speaking peoples, and worshiping an angel believed to have been formerly the author of evil but to be now actively good and chief among seven angels to whom the supreme but transcendent God has left the government of the world"
Yiddish,: a High German language written in Hebrew characters that is spoken by Jews and descendants of Jews of central and eastern European origin
Yiddishism,": a usage, word, phrase, or idiom peculiar to Yiddish"
Yiddishist,": a usage, word, phrase, or idiom peculiar to Yiddish"
yield,: to bear or bring forth as a natural product especially as a result of cultivation
yieldable,: capable of yielding : disposed to yield
yieldance,": the action of yielding : compliance, concession, submission, surrender"
yielder,: one that yields: such as
yielding,: productive
yieldingly,: in a yielding manner
yieldingness,: the quality or state of being yielding
Yin,": the feminine passive principle in nature that in Chinese cosmology is exhibited in darkness, cold, or wetness and that combines with yang to produce all that comes to be"
yin,": the feminine passive principle in nature that in Chinese cosmology is exhibited in darkness, cold, or wetness and that combines with yang to produce all that comes to be"
yip,": to bark sharply, quickly, and often continuously"
yirr,: to growl or snarl in the manner of a dog
yite,: yellowhammer sense 1
yn,yen
ynambu,: a very large tinamou (Rhynchotus rufescens) of southern Brazil and Argentina
yo,year old; years old
yock,: laugh
yodel,: to sing by suddenly changing from a natural voice to a falsetto and back
yodeler,: to sing by suddenly changing from a natural voice to a falsetto and back
yodh,: the 10th letter of the Hebrew alphabet  � see Alphabet Table
yoga,": a Hindu theistic philosophy teaching the suppression of all activity of body, mind, and will in order that the self may realize its distinction from them and attain liberation"
yogh,: the letter ʒ used especially in Middle English chiefly to represent voiced and voiceless velar and palatal fricatives
yoghurt,: a fermented slightly acid often flavored semisolid food made of milk and milk solids to which cultures of two bacteria (Lactobacillus bulgaricus and Streptococcus thermophilus) have been added
yogi,: a person who practices yoga
yogin,: a person who practices yoga
yogism,: the teachings of Yoga
yohimbe,: a tropical African tree (Pausinystalia yohimbe synonym Corynanthe yohimbe) of the madder family whose bark yields yohimbine
yohimbine,: an alkaloid C21H26N2O3 obtained from the bark of the yohimbe that is a weak blocker of alpha-adrenergic receptors and has been used as an aphrodisiac
yojan,: any of various Hindu units of distance varying from 4 to 10 miles
yojana,: any of various Hindu units of distance varying from 4 to 10 miles
yoke,: a wooden bar or frame by which two draft animals (such as oxen) are joined at the heads or necks for working together
yokefellow,: a close companion : mate
yokel,: a naive or gullible inhabitant of a rural area or small town
yokelish,": characteristic of or resembling a yokel : rude, uncouth"
yokelry,: gullible unsophisticated countryfolk : yokels
yokemate,: yokefellow
yoking,: a wooden bar or frame by which two draft animals (such as oxen) are joined at the heads or necks for working together
Yokuts,": an Indian people of the San Joaquin Valley and adjacent Sierra Nevada slopes, California"
Yoldia,: a large genus of small primitive bivalve mollusks (family Nuculamidae) widely distributed in temperate and Arctic seas
yolk,: the yellow spheroidal mass of stored food that forms the inner portion of the egg of a bird or reptile and is surrounded by the white  � see egg illustration
yolked,: the yellow spheroidal mass of stored food that forms the inner portion of the egg of a bird or reptile and is surrounded by the white  � see egg illustration
yolky,: the yellow spheroidal mass of stored food that forms the inner portion of the egg of a bird or reptile and is surrounded by the white  � see egg illustration
yom,: a Jewish holiday observed with fasting and prayer on the 10th day of Tishri in accordance with the rites described in Leviticus 16
Yomud,: a Turkoman people inhabiting the Khoresm oasis of Soviet Turkestan
yon,: yonder
yoncopin,: water chinquapin
yond,: yonder
yonder,: at or in that indicated more or less distant place usually within sight
Yonkalla,: a Kalapooian people of southwestern Oregon
yore,: time past and especially long past
york,Alvin Cullum 1887�1964 American soldier
Yorker,: a bowled ball in cricket that pitches in or close to the blockhole
yorker,: a bowled ball in cricket that pitches in or close to the blockhole
Yorkish,:  yorkist
